controlId,title,family,description,subFamily
MI.CSCS.V1,Critical security control systems monitored,MONITORING AND INCIDENT_RESPONSE,"Your security tools are like the alarm system for your business. If they stop working and you don't notice, you're leaving the door wide open for attackers. By catching and fixing problems fast, you keep your defenses strong and your customer data safe.Make a list of your key security tools, including:- Firewalls and other network security controls- Intrusion detection/prevention systems (IDS/IPS)- Anti-malware software- Systems that detect changes to important files- Physical access controls (like door locks)- Login systems- Tools that record system activities (audit logs)- Any tools that separate different parts of your network (segmentation controls)Configure each system to send out an alert if it stops working properly and make sure these alerts go to the right people who can fix the problem. Include this in the incident response plan for each type of security system.Regularly test your alert system to make sure it's working and maintain records for each security system failure.",MONITORING AND INCIDENT_RESPONSE
MI.DORT.V1,Digital operational resilience testing program defined,MONITORING AND INCIDENT_RESPONSE,"Define a comprehensive testing program to evaluate your digital operational resilience across ICT systems and critical functions. Ensure the scope of the resilience testing program includes all critical ICT assets, systems, and processes. Set objectives for testing key resilience aspects such as incident response, disaster recovery, and business continuity.Determine appropriate testing methods, including tabletop exercises, penetration testing, vulnerability assessments, and full-scale simulations. Schedule tests regularly, ensuring they reflect the criticality and risk profile of each asset or service.Analyze testing outcomes to identify areas for improvement and update security and resilience controls accordingly. Document action plans to address any identified gaps and implement corrective actions.",MONITORING AND INCIDENT_RESPONSE
MI.HHSB.V1,HHS breach reporting template established,MONITORING AND INCIDENT_RESPONSE,"Prepare a standardized reporting template for notifying the Department of Health and Human Services (HHS) of breaches, including required elements for both small and large breaches.",MONITORING AND INCIDENT_RESPONSE
MI.IRFB.V1,ICT readiness for business continuity,MONITORING AND INCIDENT_RESPONSE,"ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.",MONITORING AND INCIDENT_RESPONSE
MI.IHM.V1,Incident history maintained,MONITORING AND INCIDENT_RESPONSE,"Maintain a record of how past incidents were handled, focusing on their identification, reporting, escalation, and resolution.",MONITORING AND INCIDENT_RESPONSE
MI.IMA.V1,Incident manager assigned,MONITORING AND INCIDENT_RESPONSE,Designate an incident manager who is responsible for overseeing the organization's incident response process. The incident manager coordinates the response efforts and ensures that incidents are handled effectively.,MONITORING AND INCIDENT_RESPONSE
MI.IREP.V1,Incident response exercises performed,MONITORING AND INCIDENT_RESPONSE,"Conduct regular incident response exercises to test the organization's response capabilities and identify areas for improvement. Incident response exercises can include tabletop exercises, simulations, or red teaming activities.",MONITORING AND INCIDENT_RESPONSE
MI.IRPE.V1,Incident response policy established,MONITORING AND INCIDENT_RESPONSE,"An incident response policy is established that outlines the organization's approach and procedures for detecting, responding to, and recovering from cybersecurity incidents.",MONITORING AND INCIDENT_RESPONSE
MI.IRPD.V1,Incident response procedures defined,MONITORING AND INCIDENT_RESPONSE,"Create step-by-step response procedures covering incident detection, containment, eradication, and recovery. Include guidelines for different types of incidents, such as data breaches, malware infections, and system outages. Clearly designate roles within the incident response team, including incident handlers, communication leads, and recovery personnel.Also outline communication protocols for both internal and external stakeholders, specifying approved channels for incident notifications and updates.Regularly review and update incident response procedures.",MONITORING AND INCIDENT_RESPONSE
MI.IRPI.V1,Incident review process implemented,MONITORING AND INCIDENT_RESPONSE,"Establish a structured process for conducting incident reviews following any security or operational incident affecting critical systems. This process is essential for understanding root causes, assessing the impact, and identifying improvement actions to prevent similar incidents in the future. Establish criteria for incidents requiring formal review, including any events affecting critical functions. Define the scope to include root cause analysis, impact assessment, response effectiveness, and corrective actions.For each qualifying incident, hold a review meeting promptly after resolution. Ensure that relevant stakeholders participate. Record detailed findings from each review, including root causes, identified vulnerabilities, and gaps in response. Document action items, timelines, and responsible parties for implementing corrective measures to prevent recurrence.Establish a follow-up process to verify that corrective actions are completed and effective.",MONITORING AND INCIDENT_RESPONSE
MI.ISDD.V1,Information security during disruption,MONITORING AND INCIDENT_RESPONSE,The organization shall plan how to maintain information security at an appropriate level during disruption.,MONITORING AND INCIDENT_RESPONSE
MI.ISIM.V1,Information security incident management planning and preparation,MONITORING AND INCIDENT_RESPONSE,"The organization shall plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processes, roles and responsibilities.",MONITORING AND INCIDENT_RESPONSE
MI.IPM.V1,Infrastructure performance monitored,MONITORING AND INCIDENT_RESPONSE,The performance of the organization's infrastructure components is monitored to detect potential issues or anomalies that may impact security or reliability.,MONITORING AND INCIDENT_RESPONSE
MI.LFIS.V1,Learning from information security incidents,MONITORING AND INCIDENT_RESPONSE,Knowledge gained from information security incidents shall be used to strengthen and improve the information security controls.,MONITORING AND INCIDENT_RESPONSE
MI.LMU.V1,Log management used,MONITORING AND INCIDENT_RESPONSE,"Implement a centralized log management solution to collect, store, and analyze logs from various systems and applications. Centralized log management simplifies log review, correlation, and monitoring for potential security incidents.",MONITORING AND INCIDENT_RESPONSE
MI.LAMP.V1,Logging and monitoring policy established,MONITORING AND INCIDENT_RESPONSE,"Establish comprehensive system logging and monitoring requirements that enable detection of security events, support incident investigations, and maintain operational visibility across information systems.",MONITORING AND INCIDENT_RESPONSE
MI.MNTE.V1,Media notification template established,MONITORING AND INCIDENT_RESPONSE,Define and maintain standardized templates for media-related notifications to ensure consistent handling and documentation of security events,MONITORING AND INCIDENT_RESPONSE
MI.MA.V1,Monitoring activities,MONITORING AND INCIDENT_RESPONSE,"Networks, systems and applications shall be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.",MONITORING AND INCIDENT_RESPONSE
MI.MPD.V1,Monitoring procedure defined,MONITORING AND INCIDENT_RESPONSE,Define a clear monitoring procedure to track the performance of critical systems and processes.,MONITORING AND INCIDENT_RESPONSE
MI.MSD.V1,Monitoring supplier dependencies,MONITORING AND INCIDENT_RESPONSE,"The organization shall regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.",MONITORING AND INCIDENT_RESPONSE
MI.MMAA.V1,"Monitoring, measurement, analysis, and evaluation",MONITORING AND INCIDENT_RESPONSE,"The organization shall determine: a) what needs to be monitored and measured, including information security processes and controls; b) the methods for monitoring, measurement, analysis and evaluation, as applicable, to ensure valid results. The methods selected should produce comparable and reproducible results to be considered valid; c) when the monitoring and measuring shall be performed; d) who shall monitor and measure; e) when the results from monitoring and measurement shall be analyzed and evaluated; f) who shall analyze and evaluate these results. Documented information shall be available as evidence of the results. The organization shall evaluate the information security performance and the effectiveness of the information security management system.",MONITORING AND INCIDENT_RESPONSE
MI.NIM.V1,Network infrastructure monitored,MONITORING AND INCIDENT_RESPONSE,Implement monitoring mechanisms for the network infrastructure to detect and respond to suspicious or unauthorized activities. Network monitoring helps ensure the integrity and availability of network resources.,MONITORING AND INCIDENT_RESPONSE
MI.PAM.V1,Processing activities monitored,MONITORING AND INCIDENT_RESPONSE,"Monitor system processing activities to detect and address processing errors, delays, or unauthorized modifications. This monitoring should include automated alerts for processing failures or anomalies.",MONITORING AND INCIDENT_RESPONSE
MI.RTIS.V1,Response to information security incidents,MONITORING AND INCIDENT_RESPONSE,Information security incidents shall be responded to in accordance with the documented procedures.,MONITORING AND INCIDENT_RESPONSE
MI.TI.V1,Threat Intelligence,MONITORING AND INCIDENT_RESPONSE,Information relating to information security threats shall be collected and analyzed to produce threat intelligence.,MONITORING AND INCIDENT_RESPONSE
MI.TIPE.V1,Threat intelligence established,MONITORING AND INCIDENT_RESPONSE,"Create and maintain a threat intelligence program to gather, analyze, and share information about potential threats to your information and systems.",MONITORING AND INCIDENT_RESPONSE
MI.TSAA.V1,Transaction security and authentication safeguarded,MONITORING AND INCIDENT_RESPONSE,"Use transaction safeguards to prevent unauthorized use of IDs/passwords and detect and report attempted unauthorized use immediately to security and management, as appropriate.",MONITORING AND INCIDENT_RESPONSE
MI.UCTP.V1,Unauthorized changes to payment pages managed,MONITORING AND INCIDENT_RESPONSE,"Implement a change and tamper detection mechanism for your payment pages. This system should monitor two key elements: the HTTP headers (which contain metadata about the web page) and the actual content of the page, with particular attention to any scripts running on it. Configure your detection mechanism to identify any unauthorized modifications, additions, or deletions to these components of your payment pages.Determine the frequency of your page checks. You have two options:- Perform checks at least once a week (recommended for most businesses), or- Establish your own schedule based on a thorough risk analysis (if you're unsure about this process, weekly checks are advisable).Your detection system should promptly alert your team to any suspicious activity. Designate responsible personnel to receive these alerts and establish clear procedures for how to respond.If you're utilizing a payment Vendor that embeds their payment form on your website, request evidence that they're performing these checks on their end. They should be able to demonstrate compliance with this requirement.Regularly review and update your detection mechanism. As your payment pages evolve or new threats emerge, you may need to adjust your monitoring parameters.Maintain detailed records of all alerts received and your responses to them. This documentation aids in incident analysis and demonstrates your vigilance to auditors.",MONITORING AND INCIDENT_RESPONSE
OS.AHOE.V1,AI human oversight established,ORGANIZATIONAL SECURITY,"Ensure AI systems are appropriately overseen by competent individuals who can intervene, override decisions, and maintain human control over critical functions.",ORGANIZATIONAL SECURITY
OS.AMSE.V1,AI management system established,ORGANIZATIONAL SECURITY,"Establish, implement, maintain, and continually improve an AI management system (AIMS) that governs the responsible development, deployment, and use of AI systems throughout their lifecycle.",ORGANIZATIONAL SECURITY
OS.APE.V1,AI policy established,ORGANIZATIONAL SECURITY,"Establish and maintain an AI policy that defines the organization's approach to responsible development, deployment, and use of artificial intelligence systems.",ORGANIZATIONAL SECURITY
OS.ASDM.V1,AI system documentation maintained,ORGANIZATIONAL SECURITY,"Maintain comprehensive technical documentation for AI systems, including architecture, capabilities, limitations, and information for users and stakeholders.",ORGANIZATIONAL SECURITY
OS.AUPE.V1,Acceptable use policy established,ORGANIZATIONAL SECURITY,"Establish and maintain an acceptable use policy that outlines permissible activities, systems, and data access for all users, contractors, and third parties interacting with the organization's information assets and technologies.",ORGANIZATIONAL SECURITY
OS.AISW.V1,Addressing information security within supplier agreements,ORGANIZATIONAL SECURITY,Relevant information security requirements shall be established and agreed with each supplier based on the type of supplier relationship.,ORGANIZATIONAL SECURITY
OS.ASR.V1,Application security requirements,ORGANIZATIONAL SECURITY,"Information security requirements shall be identified, specified and approved when developing or acquiring applications.",ORGANIZATIONAL SECURITY
OS.AIM.V1,Asset inventory maintained,ORGANIZATIONAL SECURITY,"Establish and maintain an accurate, detailed, and up-to-date inventory of all enterprise assets with the potential to store or process data. This can include end-user devices, network devices, IoT devices, and servers.",ORGANIZATIONAL SECURITY
OS.AMPA.V1,Asset management policy acknowledged by employees,ORGANIZATIONAL SECURITY,All employees have acknowledged and agreed to the asset management policy. This policy outlines the guidelines for managing the organization's assets throughout their lifecycle.,ORGANIZATIONAL SECURITY
OS.AMPE.V1,Asset management policy established,ORGANIZATIONAL SECURITY,Establish an asset management policy that outlines the guidelines for managing the organization's assets throughout their lifecycle.,ORGANIZATIONAL SECURITY
OS.BCD.V1,Board charter documented,ORGANIZATIONAL SECURITY,"Document the Board charter, which outlines the responsibilities, roles, and authority of the Board of Directors. The charter sets the framework for effective corporate governance and oversight.",ORGANIZATIONAL SECURITY
OS.BED.V1,Board expertise developed,ORGANIZATIONAL SECURITY,Ensure that the Board of Directors possesses the expertise and skills necessary to provide effective oversight and guidance on various business and industry matters.,ORGANIZATIONAL SECURITY
OS.BMC.V1,Board meetings conducted,ORGANIZATIONAL SECURITY,"Conduct regular Board meetings to review organizational performance, strategic direction, and major decisions. Board meetings provide a platform for informed decision-making and governance.",ORGANIZATIONAL SECURITY
OS.BOBC.V1,Board oversight briefings conducted,ORGANIZATIONAL SECURITY,Conduct periodic briefings for the Board of Directors to provide updates on cybersecurity and risk management matters. Board oversight briefings enable the Board to stay informed about the organization's security posture.,ORGANIZATIONAL SECURITY
OS.BAAM.V1,Business associate agreements managed,ORGANIZATIONAL SECURITY,Establish and maintain a process for managing Business Associate Agreements (BAAs) to meet HIPAA requirements.,ORGANIZATIONAL SECURITY
OS.BAAW.V1,Business associate agreements with subcontractors managed,ORGANIZATIONAL SECURITY,"As a business associate, establish a process for managing contracts with subcontractors to ensure they comply with HIPAA requirements. These agreements must extend your obligations under BAAs with covered entities or upstream business associates, including safeguarding PHI, reporting breaches, and adhering to HIPAA standards.",ORGANIZATIONAL SECURITY
OS.CM.V1,Capacity management,ORGANIZATIONAL SECURITY,The use of resources shall be monitored and adjusted in line with current and expected capacity requirements.,ORGANIZATIONAL SECURITY
OS.CM.V1,Change management,ORGANIZATIONAL SECURITY,Changes to information processing facilities and information systems shall be subject to change management procedures.,ORGANIZATIONAL SECURITY
OS.CMPE.V1,Change management policy established,ORGANIZATIONAL SECURITY,"Establish a change management policy that defines procedures for controlling and documenting changes to systems, applications, and infrastructure.",ORGANIZATIONAL SECURITY
OS.CMPE.V1,Change management process established,ORGANIZATIONAL SECURITY,"Establish a formal change management policy that outlines procedures for reviewing, approving, implementing, and documenting changes to systems, software, and procedures. This policy ensures that all changes are controlled and do not negatively impact service delivery.",ORGANIZATIONAL SECURITY
OS.CEAM.V1,Changelog established and maintained,ORGANIZATIONAL SECURITY,"Establish and maintain a changelog to document all system changes, updates, and modifications.",ORGANIZATIONAL SECURITY
OS.COCE.V1,Code of conduct enforced,ORGANIZATIONAL SECURITY,Enforce the organization's code of conduct consistently and apply appropriatedisciplinary actions for violations. Enforcement helps maintain a positive workenvironment and fosters a culture of integrity.,ORGANIZATIONAL SECURITY
OS.COCE.V1,Code of conduct established,ORGANIZATIONAL SECURITY,A code of conduct is established that outlines the expected behavior and ethical standards for all employees.,ORGANIZATIONAL SECURITY
OS.COCF.V1,Code of conduct for contributors present in repository and enforced,ORGANIZATIONAL SECURITY,Include and enforce a code of conduct for contributors in the organization's code repositories and open-source projects. The code of conduct sets guidelines for respectful and inclusive contributions to the community.,ORGANIZATIONAL SECURITY
OS.COE.V1,Collection of evidence,ORGANIZATIONAL SECURITY,"The organization shall establish and implement procedures for the identification, collection, acquisition and preservation of evidence related to information security events.",ORGANIZATIONAL SECURITY
OS.CP.V1,Communication Practices,ORGANIZATIONAL SECURITY,The organization shall determine the need for internal and external communications relevant to the information security management system including: a) on what to communicate; b) when to communicate; c) with whom to communicate; d) how to communicate.,ORGANIZATIONAL SECURITY
OS.CPE.V1,Communication procedure established,ORGANIZATIONAL SECURITY,Establish and maintain a structured approach for internal and external communications related to your security program.,ORGANIZATIONAL SECURITY
OS.CCEC.V1,Company security commitments externally communicated,ORGANIZATIONAL SECURITY,"Key company security commitments and policies are externally communicated, including the Master Service Agreement (MSA), Security Information page, or Terms of Service.",ORGANIZATIONAL SECURITY
OS.CM.V1,Competence Measurement,ORGANIZATIONAL SECURITY,"The organization shall: a) determine the necessary competence of person(s) doing work under its control that affects its information security performance; b) ensure that these persons are competent on the basis of appropriate education, training, or experience; c) where applicable, take actions to acquire the necessary competence, and evaluate the effectiveness of the actions taken; and d) retain appropriate documented information as evidence of competence.",ORGANIZATIONAL SECURITY
OS.CPE.V1,Complaint process established,ORGANIZATIONAL SECURITY,"Create and maintain a process to receive, investigate, and resolve complaints related to privacy violations.",ORGANIZATIONAL SECURITY
OS.CPEA.V1,Compliance program established and maintained,ORGANIZATIONAL SECURITY,"To manage your compliance program, start by getting your top executives involved. Assign a senior leader to be officially responsible for compliance and create a clear, written plan for how your company will stay compliant. Make sure all company leaders know about this plan.Every three months, someone (who isn't checking their own work) reviews that everyone is following security rules. These reviews should cover daily security log checks, network security settings, how new systems are set up securely, how you handle security alerts, and your change management processes. Keep detailed notes of these quarterly checks, writing down what's working well and what needs fixing. Make plans to address any issues you find. Have your compliance manager review and sign off on these results and any fix-it plans.Through all of this, make sure everyone knows their role in staying compliant and up to date on important security practices.",ORGANIZATIONAL SECURITY
OS.CWP.V1,Compliance with policies,ORGANIZATIONAL SECURITY,"Compliance with the organization's information security policy, topic-specific policies, rules and standards shall be regularly reviewed.",ORGANIZATIONAL SECURITY
OS.CAAC.V1,Confidentiality Agreement acknowledged by contractors,ORGANIZATIONAL SECURITY,Require all contractors and third-party vendors to acknowledge and sign a confidentiality agreement. This agreement ensures that sensitive information shared with external parties is protected and not disclosed to unauthorized individuals.,ORGANIZATIONAL SECURITY
OS.CAAE.V1,Confidentiality Agreement acknowledged by employees,ORGANIZATIONAL SECURITY,All employees have acknowledged and signed a confidentiality agreement. This agreement reinforces the commitment to safeguarding sensitive information and trade secrets.,ORGANIZATIONAL SECURITY
OS.COND.V1,Confidentiality or non-disclosure agreements,ORGANIZATIONAL SECURITY,"Confidentiality or non-disclosure agreements reflecting the organization's needs for the protection of information shall be identified, documented, regularly reviewed and signed by personnel and other relevant interested parties.",ORGANIZATIONAL SECURITY
OS.CWA.V1,Contact with authorities,ORGANIZATIONAL SECURITY,The organization shall establish and maintain contact with relevant authorities.,ORGANIZATIONAL SECURITY
OS.CWSI.V1,Contact with special interest groups,ORGANIZATIONAL SECURITY,The organization shall establish and maintain contact with special interest groups or other specialist security forums and professional associations.,ORGANIZATIONAL SECURITY
OS.CI.V1,Continual Improvement,ORGANIZATIONAL SECURITY,"The organization shall continually improve the suitability, adequacy and effectiveness of the information security management system.",ORGANIZATIONAL SECURITY
OS.CFPE.V1,Continuous feedback process established,ORGANIZATIONAL SECURITY,"Maintain an ongoing feedback process where managers and employees engage in regular discussions about performance, goals, and development. This approach allows for timely adjustments to performance and immediate recognition of achievements.",ORGANIZATIONAL SECURITY
OS.CPD.V1,Continuous professional development plan established,ORGANIZATIONAL SECURITY,"The organization is committed to developing and maintaining the competence of its employees by supporting continuous professional development. This includes encouraging employees to participate in relevant training, certifications, and skill-building activities to stay current with industry standards and align their skills with the organization's objectives.",ORGANIZATIONAL SECURITY
OS.CODI.V1,Control of documented information,ORGANIZATIONAL SECURITY,"Documented information required by the information security management system and by this document shall be controlled to ensure: a) it is available and suitable for use, where and when it is needed; and b) it is adequately protected (e.g. from loss of confidentiality, improper use, or loss of integrity). For the control of documented information, the organization shall address the following activities, as applicable: c) distribution, access, retrieval and use; d) storage and preservation, including the preservation of legibility; e) control of changes (e.g. version control); and f) retention and disposition. Documented information of external origin, determined by the organization to be necessary for the planning and operation of the information security management system, shall be identified as appropriate, and controlled.",ORGANIZATIONAL SECURITY
OS.CAUD.V1,Creating and Updating Documentation,ORGANIZATIONAL SECURITY,"When creating and updating documented information the organization shall ensure appropriate: a) identification and description (e.g. a title, date, author, or reference number); b) format (e.g. language, software version, graphics) and media (e.g. paper, electronic); and c) review and approval for suitability and adequacy.",ORGANIZATIONAL SECURITY
OS.DDM.V1,Data-flow diagrams maintained,ORGANIZATIONAL SECURITY,"Up-to-date data-flow diagram(s) are maintained that show all account data flows across systems and networks, updated as needed when changes occur in the environment.",ORGANIZATIONAL SECURITY
OS.DTSO.V1,Determining the scope of the information security management system,ORGANIZATIONAL SECURITY,"The organization shall determine the boundaries and applicability of the information security management system to establish its scope. When determining this scope, the organization shall consider: a) the external and internal issues referred to in 4.1; b) the requirements referred to in 4.2; c) interfaces and dependencies between activities performed by the organization, and those that are performed by other organizations. The scope shall be available as documented information.",ORGANIZATIONAL SECURITY
OS.DP.V1,Disciplinary process,ORGANIZATIONAL SECURITY,A disciplinary process shall be formalized and communicated to take actions against personnel and other relevant interested parties who have committed an information security policy violation,ORGANIZATIONAL SECURITY
OS.DPE.V1,Documentation procedure established,ORGANIZATIONAL SECURITY,"Establish and maintain a structured approach for controlling documented information related to your security program to ensure availability, integrity, and protection.",ORGANIZATIONAL SECURITY
OS.DI.V1,Documented information,ORGANIZATIONAL SECURITY,The organization’s information security management system shall include: a) documented information required by this document; and b) documented information determined by the organization as being necessary for the effectiveness of the information security management system.,ORGANIZATIONAL SECURITY
OS.DOP.V1,Documented operating procedures,ORGANIZATIONAL SECURITY,Operating procedures for information processing facilities shall be documented and made available to personnel who need them.,ORGANIZATIONAL SECURITY
OS.ESAE.V1,Electronic signature accountability enforced,ORGANIZATIONAL SECURITY,Establish and enforce written policies that hold individuals accountable for all actions initiated under their electronic signatures to deter record/signature falsification.,ORGANIZATIONAL SECURITY
OS.EBCP.V1,Employee background checks performed,ORGANIZATIONAL SECURITY,"Conduct thorough background checks on potential employees to verify their identity, employment history, education, and criminal record. Background checks help ensure the suitability and integrity of candidates.",ORGANIZATIONAL SECURITY
OS.ES.V1,Employee screening,ORGANIZATIONAL SECURITY,"Background verification checks on all candidates to become personnel shall be carried out prior to joining the organization and on an ongoing basis taking into consideration applicable laws, regulations and ethics and be proportional to the business requirements, the classification of the information to be accessed and the perceived risks.",ORGANIZATIONAL SECURITY
OS.ETOC.V1,Employees trained on CUI handling,ORGANIZATIONAL SECURITY,"Establish a security training program to ensure all personnel are equipped to protect CUI, and appropriately manage public-facing content. The program must emphasize preventing unauthorized disclosure of CUI.",ORGANIZATIONAL SECURITY
OS.ECU.V1,Employment contracts used,ORGANIZATIONAL SECURITY,"Ensure that you are using employment contracts for all of your employees. These contracts should include confidentiality and non-disclosure agreements, legal responsibilities and rights, responsibilities for data handling, and actions to be taken if employees disregard the organization's security requirements.",ORGANIZATIONAL SECURITY
OS.ESRA.V1,"External support resources available (i.e., documentation)",ORGANIZATIONAL SECURITY,"Provide external support resources, such as documentation, user guides, and knowledge bases, to assist users in utilizing the organization's services effectively. Accessible support resources promote self-service and reduce support requests.",ORGANIZATIONAL SECURITY
OS.GHPM.V1,Group health plan managed,ORGANIZATIONAL SECURITY,Establish and maintain a process to manage group health plans in compliance with HIPAA.,ORGANIZATIONAL SECURITY
OS.HTC.V1,HIPAA training conducted,ORGANIZATIONAL SECURITY,Establish a process for providing HIPAA training to workforce members to build understanding of their responsibilities related to protecting protected health information (PHI) and complying with HIPAA regulations.,ORGANIZATIONAL SECURITY
OS.HCFI.V1,Healthcare clearinghouse functions isolated,ORGANIZATIONAL SECURITY,Establish a process to separate health care clearinghouse functions from other organizational operations to prevent unauthorized access or commingling of sensitive information.,ORGANIZATIONAL SECURITY
OS.HRSP.V1,Human resource security policy established,ORGANIZATIONAL SECURITY,"Develop and maintain a human resource policy that addresses information security responsibilities throughout the employment lifecycle, from recruitment to termination.",ORGANIZATIONAL SECURITY
OS.IBP.V1,ISMS budget provided,ORGANIZATIONAL SECURITY,"Allocate a dedicated budget for the Information Security Management System (ISMS) to support the resources, tools, and personnel required to implement, maintain, and improve the organization’s security posture.",ORGANIZATIONAL SECURITY
OS.IVBS.V1,Identity verified before signature assignment,ORGANIZATIONAL SECURITY,Verify a person's identity before establishing or sanctioning any element of their electronic signature.,ORGANIZATIONAL SECURITY
OS.IROI.V1,Independent review of information security,ORGANIZATIONAL SECURITY,"The organization's approach to managing information security and its implementation including people, processes and technologies shall be reviewed independently at planned intervals, or when significant changes occur.",ORGANIZATIONAL SECURITY
OS.ISA.V1,Information security awareness,ORGANIZATIONAL SECURITY,"Personnel of the organization and relevant interested parties shall receive appropriate information security awareness, education and training and regular updates of the organization's information security policy, topic-specific policies and procedures, as relevant for their job function.",ORGANIZATIONAL SECURITY
OS.ISCI.V1,Information security communities identified,ORGANIZATIONAL SECURITY,"Stay connected with the broader security community by engaging with professional groups, industry forums, and security events to keep current with evolving threats and best practices.",ORGANIZATIONAL SECURITY
OS.ISER.V1,Information security event reporting,ORGANIZATIONAL SECURITY,The organization shall provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner.,ORGANIZATIONAL SECURITY
OS.ISIP.V1,Information security in project management,ORGANIZATIONAL SECURITY,Information security shall be integrated into project management.,ORGANIZATIONAL SECURITY
OS.ISIP.V1,Information security in project management integrated,ORGANIZATIONAL SECURITY,Incorporate information security considerations into all stages of project management.,ORGANIZATIONAL SECURITY
OS.ISIS.V1,Information security in supplier relationships,ORGANIZATIONAL SECURITY,Processes and procedures shall be defined and implemented to manage the information security risks associated with the use of supplier's products or services.,ORGANIZATIONAL SECURITY
OS.ISMS.V1,Information security management system,ORGANIZATIONAL SECURITY,"The organization shall establish, implement, maintain and continually improve an information security management system, including the processes needed and their interactions, in accordance with the requirements of ISO 27001.",ORGANIZATIONAL SECURITY
OS.ISOA.V1,Information security objective and planning to achieve them,ORGANIZATIONAL SECURITY,"The organization shall establish information security objectives at relevant functions and levels. The information security objectives shall: a) be consistent with the information security policy; b) be measurable (if practicable); c) take into account applicable information security requirements, and results from risk assessment and risk treatment; d) be monitored; e) be communicated; f) be updated as appropriate; g) be available as documented information. The organization shall retain documented information on the information security objectives. When planning how to achieve its information security objectives, the organization shall determine: h) what will be done; i) what resources will be required; j) who will be responsible; k) when it will be completed; and l) how the results will be evaluated.",ORGANIZATIONAL SECURITY
OS.ISPE.V1,Information security policy established,ORGANIZATIONAL SECURITY,Develop and maintain an information security policy that outlines your approach to protecting information assets and systems.,ORGANIZATIONAL SECURITY
OS.ISPR.V1,Information security program established,ORGANIZATIONAL SECURITY,"Establish an information security program for your organization - this security program should include details such as who holds what security positions in the company, what the objectives of the program are, what the SLAs are for your applications, as well as including information about what policies you have in place and how often they are reviewed.",ORGANIZATIONAL SECURITY
OS.ISRA.V1,Information security risk assessment,ORGANIZATIONAL SECURITY,"The organization shall perform information security risk assessments at planned intervals or when significant changes are proposed or occur, taking account of the criteria established in 6.1.2 a). The organization shall retain documented information of the results of the information security risk assessments.",ORGANIZATIONAL SECURITY
OS.ISRT.V1,Information security risk treatment,ORGANIZATIONAL SECURITY,The organization shall retain documented information of the results of the information security risk treatment.,ORGANIZATIONAL SECURITY
OS.ISRA.V1,Information security roles and responsibilities,ORGANIZATIONAL SECURITY,Information security roles and responsibilities shall be defined and allocated according to the organization needs.,ORGANIZATIONAL SECURITY
OS.ISAI.V1,Information sharing arrangements implemented,ORGANIZATIONAL SECURITY,"Determine the purpose and scope of information sharing, such as exchanging threat intelligence, indicators of compromise, or emerging threat trends. Identify trusted partners, industry groups, or public authorities with whom information can be shared securely.Create formal agreements (e.g., Memorandums of Understanding or Non-Disclosure Agreements) that outline the terms of information sharing, including responsibilities, confidentiality obligations, and usage limitation",ORGANIZATIONAL SECURITY
OS.ICCI.V1,Infrastructure changes are communicated internally,ORGANIZATIONAL SECURITY,Establish effective communication channels to inform relevant teams and stakeholders about planned infrastructure changes. Internal communication ensures awareness and coordination during change implementation.,ORGANIZATIONAL SECURITY
OS.IPR.V1,Intellectual property rights,ORGANIZATIONAL SECURITY,The organization shall implement appropriate procedures to protect intellectual property rights.,ORGANIZATIONAL SECURITY
OS.IAP.V1,Internal Audit Performed,ORGANIZATIONAL SECURITY,The organization shall conduct internal audits at planned intervals to provide information on whether the information security management system: a) conforms to 1) the organization’s own requirements for its information security management system; 2) the requirements of this document; b) is effectively implemented and maintained.,ORGANIZATIONAL SECURITY
OS.IAP.V1,Internal Audit Program,ORGANIZATIONAL SECURITY,"The organization shall plan, establish, implement and maintain an audit programme(s), including the frequency, methods, responsibilities, planning requirements and reporting. When establishing the internal audit programme(s), the organization shall consider the importance of the processes concerned and the results of previous audits. The organization shall: a) define the audit criteria and scope for each audit; b) select auditors and conduct audits that ensure objectivity and the impartiality of the audit process; c) ensure that the results of the audits are reported to relevant management; Documented information shall be available as evidence of the implementation of the audit programme(s) and the audit results.",ORGANIZATIONAL SECURITY
OS.IPPE.V1,Internal privacy policies established,ORGANIZATIONAL SECURITY,"Develop an employee privacy policy governing the collection and use of employee data. Update internal privacy notices for employees. Clearly communicate what data is collected, how it's used, and employee rights.Establish a process for regular review and update of these policies.",ORGANIZATIONAL SECURITY
OS.ISAP.V1,Internal security audit performed,ORGANIZATIONAL SECURITY,"An internal security audit is performed annually to evaluate the effectiveness of information security controls, verify compliance with security requirements, and identify areas for improvement.",ORGANIZATIONAL SECURITY
OS.ISCM.V1,Internal security communication maintained,ORGANIZATIONAL SECURITY,"Establish regular communication channels for internal security updates, alerts, and policies to keep employees informed about relevant security practices, potential threats, and compliance requirements.",ORGANIZATIONAL SECURITY
OS.IOIA.V1,Inventory of information and other associated assets,ORGANIZATIONAL SECURITY,"An inventory of information and other associated assets, including owners, shall be developed and maintained.",ORGANIZATIONAL SECURITY
