controlId,title,family,description,subFamily
DM.SDPE.V1,Secure disposal process established,DATA MANAGEMENT AND PROTECTION,"Establish and maintain a documented procedure for the secure disposal of electronic and physical media containing protected or classified data. This process renders the data unusable, unreadable, and indecipherable to prevent unauthorized access.",DATA MANAGEMENT AND PROTECTION
DM.SPIA.V1,Sensitive payment information automatically deleted,DATA MANAGEMENT AND PROTECTION,"Implement a system that automatically deletes sensitive payment information after it's no longer needed for business or legal purposes.For the purposes of this control sensitive data is any of the following:- Full track data (all the info from a card's magnetic stripe)- Card verification code (the 3 or 4 digit code on the card)- PIN (Personal Identification Number) or PIN blockConfigure your payment system to automatically delete this sensitive data right after approval. If you must keep it temporarily and have a solid business justification, make sure it's encrypted and deleted as soon as possible.Implement regular checks and reviews to make sure that no sensitive data is being stored. Train your team and instruct them to not write down or store this sensitive data",DATA MANAGEMENT AND PROTECTION
DM.SMOH.V1,Signature manifestation on human‑readable forms displayed,DATA MANAGEMENT AND PROTECTION,"Ensure that the printed name, date/time of signing, and meaning of the signature appear and are controlled like the record itself on any display or printout of a signed electronic record.",DATA MANAGEMENT AND PROTECTION
DM.SMP.V1,Signature manifestation provided,DATA MANAGEMENT AND PROTECTION,"Ensure electronic signatures clearly indicate signer identity, timestamp, and purpose on human‑readable outputs.",DATA MANAGEMENT AND PROTECTION
DM.SBTR.V1,Signatures bound to records,DATA MANAGEMENT AND PROTECTION,Permanently link each signature to its record to prevent dissociation or fraud.,DATA MANAGEMENT AND PROTECTION
DM.SUNM.V1,System use notification mechanisms established,DATA MANAGEMENT AND PROTECTION,Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system accessing sensitive data.,DATA MANAGEMENT AND PROTECTION
DM.TI.V1,Test information,DATA MANAGEMENT AND PROTECTION,"Test information shall be appropriately selected, protected and managed.",DATA MANAGEMENT AND PROTECTION
DM.TGAR.V1,Track Gaps and Remediation,DATA MANAGEMENT AND PROTECTION,"This control ensures that any gaps identified in the privacy program—whether through audits, assessments, or regulatory reviews—are formally tracked and addressed. It requires the organization to document each gap, assign remediation actions, monitor progress, and verify completion to maintain compliance with CCPA and related privacy requirements. The control supports continuous improvement by ensuring that privacy risks are systematically mitigated and accountability is maintained.",DATA MANAGEMENT AND PROTECTION
DM.STTH.V1,Travel to high-risk locations secured,DATA MANAGEMENT AND PROTECTION,"Establish more stringent configurations for systems or components issued to employees traveling to high-risk areas. Upon return, conduct post-travel inspections of devices.",DATA MANAGEMENT AND PROTECTION
DM.UPHI.V1,Unintended PHI contained and deleted,DATA MANAGEMENT AND PROTECTION,Establish a process to contain and securely delete any Personal Health Information (PHI) added accidentally by your users.,DATA MANAGEMENT AND PROTECTION
DM.UPHI.V1,Unintended PHI detected,DATA MANAGEMENT AND PROTECTION,"Implement mechanisms to detect PHI in your systems in case it accidentally gets added by your users, with an escalation process when potential PHI is detected.",DATA MANAGEMENT AND PROTECTION
DM.UPHI.V1,Unintended PHI exposure reviewed,DATA MANAGEMENT AND PROTECTION,"Establish a regular process to review all instances of unintended Personal Health Information (PHI) exposure to understand the root cause, assess impact, and determine whether any changes are needed to prevent future exposures.",DATA MANAGEMENT AND PROTECTION
DM.UADO.V1,Use and disclosure of PHI managed,DATA MANAGEMENT AND PROTECTION,"Implement procedures to operationalize the policy defining the permissible uses and disclosures of protected health information (PHI), ensuring compliance with HIPAA requirements in day-to-day activities.",DATA MANAGEMENT AND PROTECTION
DM.VOCI.V1,Verification of Consumer Identity,DATA MANAGEMENT AND PROTECTION,"Verify the identity of consumers submitting privacy requests in accordance with CCPA requirements. Verification procedures ensure that access, deletion, or opt-out requests are processed only for legitimate requestors, protecting personal information from unauthorized disclosure. The process is documented, monitored, and updated as needed to maintain security and regulatory compliance.",DATA MANAGEMENT AND PROTECTION
DM.VPE.V1,Verification procedures established,DATA MANAGEMENT AND PROTECTION,Establish and maintain documented procedures for verifying the identity and authority of individuals or entities requesting access to protected information.,DATA MANAGEMENT AND PROTECTION
DM.WSAP.V1,Workflow sequencing and process controls enforced,DATA MANAGEMENT AND PROTECTION,Ensure processes enforce correct sequence of operations and detect invalid transitions.,DATA MANAGEMENT AND PROTECTION
DR.ABE.V1,Automated backups enabled,DISASTER RECOVERY,Automated backups are enabled for all high-risk data and critical systems.,DISASTER RECOVERY
DR.BCAD.V1,Business continuity and disaster recovery plan documented,DISASTER RECOVERY,Document clear and practical business continuity and disaster recovery plan that outline procedures for maintaining essential operations during disruptions.,DISASTER RECOVERY
DR.CADR.V1,Business continuity and disaster recovery policy established,DISASTER RECOVERY,"A comprehensive business continuity and disaster recovery policy is established, outlining the organization's strategies for responding to disruptive incidents and supporting business continuity.",DISASTER RECOVERY
DR.BCPD.V1,Business continuity plans documented,DISASTER RECOVERY,Document clear and practical business continuity plans that outline procedures for maintaining essential operations during disruptions.,DISASTER RECOVERY
DR.BCPT.V1,Business continuity plans tested,DISASTER RECOVERY,Regularly test your business continuity plans to confirm their effectiveness and readiness to maintain critical operations during disruptions.,DISASTER RECOVERY
DR.BIAP.V1,Business impact analysis performed,DISASTER RECOVERY,"To identify and prioritize critical business functions, assess potential impacts of disruptions, and determine recovery strategies through systematic business impact analysis (BIA).",DISASTER RECOVERY
DR.CPP.V1,Crisis plan prepared,DISASTER RECOVERY,Develop a crisis plan to facilitate a coordinated and effective response to security or operational incidents that may impact critical systems.,DISASTER RECOVERY
DR.CPT.V1,Crisis plan tested,DISASTER RECOVERY,"Regularly test your crisis plan to validate its effectiveness and ensure all team members are prepared to respond swiftly and efficiently to potential disruptions. Define a testing schedule based on your organization’s risk profile and regulatory requirements. Conduct tests at least annually, or more frequently for high-risk scenarios, to promote ongoing preparedness.You can use a variety of testing methods, such as tabletop exercises, live simulations, and role-playing scenarios. Include all necessary stakeholders in testing exercises.Record outcomes from each test, noting any gaps, response delays, or areas requiring improvement. Document lessons learned, recommended changes, and action items to refine the crisis plan based on test results.",DISASTER RECOVERY
DR.DBAR.V1,Data backup and recovery policy established,DISASTER RECOVERY,Develop and maintain a backup and recovery policy that defines the your approach to protecting and preserving critical data.,DISASTER RECOVERY
DR.DRPE.V1,Data recovery plan established,DISASTER RECOVERY,"Establish a data recovery plan that defines procedures for recovering data in case of data loss, corruption, or system failures. A robust data recovery plan helps minimize downtime and data loss in critical situations.",DISASTER RECOVERY
DR.DRPE.V1,Data recovery process established,DISASTER RECOVERY,"Establish a data recovery process that defines procedures for recovering data in case of data loss, corruption, or system failures. A robust data recovery process helps minimize downtime and data loss in critical situations.",DISASTER RECOVERY
DR.DRT.V1,Data recovery tested,DISASTER RECOVERY,Regularly test the data recovery process to validate its effectiveness and ensure that data can be successfully restored from backups. Testing helps identify any issues or gaps in the data recovery plan.,DISASTER RECOVERY
DR.DORS.V1,Digital operational resilience strategy created,DISASTER RECOVERY,"Establish and maintain a digital operational resilience strategy that outlines how your organization will ensure continuity, reliability, and security of critical ICT systems. This strategy should align with your business objectives and comply with regulatory standards focusing on preparedness, response, recovery, and adaptation to ICT-related disruptions.",DISASTER RECOVERY
DR.DRPD.V1,Disaster recovery plans documented,DISASTER RECOVERY,"Document disaster recovery (DR) plans to recover critical systems and maintain operational continuity following disruptive incidents. These plans should address potential risks, define recovery strategies, and integrate with broader business resilience efforts.",DISASTER RECOVERY
DR.DRPT.V1,Disaster recovery plans tested,DISASTER RECOVERY,Regularly test the organization's disaster recovery plans to ensure their effectiveness and identify areas for improvement. Testing helps validate the ability to recover critical systems and operations in the event of a disaster.,DISASTER RECOVERY
DR.RDI.V1,Recovery data isolated,DISASTER RECOVERY,Isolate the recovery data from the production environment to prevent accidental overwriting or corruption of backups. Keeping recovery data separate helps maintain the integrity and availability of backup copies.,DISASTER RECOVERY
ES.DPAV.V1,DMARC policy and verification used,EMAIL SECURITY,"DMARC (Domain-based Message Authentication, Reporting, and Conformance) policy and verification mechanisms are implemented to prevent email spoofing and phishing attacks.",EMAIL SECURITY
ES.EAAR.V1,Email account access restricted,EMAIL SECURITY,"Access to email accounts is restricted to administrators only, and isn't delegated to other non-admin users within the organization.",EMAIL SECURITY
ES.EBMC.V1,Email settings block malicious content,EMAIL SECURITY,"Email settings are configured to block malicious content, including malicious attachments, links, and scripts.",EMAIL SECURITY
EP.AMDO.V1,Anti-malware deployed on end-user devices,ENDPOINT SECURITY,"Anti-malware or antivirus solutions are deployed on end-user devices, such as laptops and workstations.",ENDPOINT SECURITY
EP.APAU.V1,Application packages automatically updated,ENDPOINT SECURITY,Utilize a library or package dependency management tool which automatically updates dependencies with known vulnerabilities.,ENDPOINT SECURITY
EP.ASLE.V1,Automatic session locking enforced,ENDPOINT SECURITY,Enforce automatic session locking to prevent unauthorized access to unattended devices. Automatic session locking helps protect sensitive data from unauthorized access and misuse.,ENDPOINT SECURITY
EP.CS.V1,Cabling security,ENDPOINT SECURITY,"Cables carrying power, data or supporting information services shall be protected from interception, interference or damage.",ENDPOINT SECURITY
EP.CDAC.V1,Clear desk and clear screen,ENDPOINT SECURITY,Clear desk rules for papers and removable storage media and clear screen rules for information processing facilities shall be defined and appropriately enforced.,ENDPOINT SECURITY
EP.CDE.V1,Configuration defaults established,ENDPOINT SECURITY,"Define, document, and enforce configuration defaults for systems that align with the most restrictive mode consistent with operational requirements. Identify, document, and approve deviations from these settings to maintain a secure and controlled system environment.",ENDPOINT SECURITY
EP.EDOE.V1,Data encrypted on end-user devices,ENDPOINT SECURITY,"Data stored on end-user devices (e.g., laptops, mobile devices) is encrypted to protect it in case of device loss or theft.",ENDPOINT SECURITY
EP.EUDM.V1,End user devices monitored for compliance,ENDPOINT SECURITY,Deploy a device compliance monitoring solution to track and verify the security status of end-user devices. This allows organizations to ensure devices meet security requirements without implementing full mobile device management.,ENDPOINT SECURITY
EP.EDAR.V1,Endpoint detection and response deployed,ENDPOINT SECURITY,"Implement Endpoint Detection and Response (EDR) tools to monitor endpoints for suspicious activity, unauthorized changes, and vulnerabilities. EDR solutions should be configured to provide real-time alerts for potential threats, enabling timely investigation and response.",ENDPOINT SECURITY
EP.EM.V1,Equipment maintenance,ENDPOINT SECURITY,"Equipment shall be maintained correctly to ensure availability, integrity and confidentiality of information.",ENDPOINT SECURITY
EP.ESAP.V1,Equipment siting and protection,ENDPOINT SECURITY,Equipment shall be sited securely and protected.,ENDPOINT SECURITY
EP.FMOE.V1,Firewall maintained on end-user devices,ENDPOINT SECURITY,"Firewalls are installed and properly maintained on end-user devices, such as laptops and workstations.",ENDPOINT SECURITY
EP.IOSO.V1,Installation of software on operational systems,ENDPOINT SECURITY,Procedures and measures shall be implemented to securely manage software installation on operational systems.,ENDPOINT SECURITY
EP.MU.V1,Mobile device management (MDM) used,ENDPOINT SECURITY,A mobile device management (MDM) solution is used to manage and secure end-user devices.,ENDPOINT SECURITY
EP.POID.V1,Point-of-Interaction devices managed,ENDPOINT SECURITY,"Implement procedures to securely manage all Point-of-Interaction (POI) devices (e.g., card payment devices) throughout their lifecycle, from deployment to decommissioning.To keep your payment devices safe:- Know your devices: Make an inventory of all your payment devices, including where they are located. Review this list every few months to make sure it's up to date.- Lock them down: Attach devices securely to counters so they can't be easily stolen and put tamper-evident stickers on device openings.- Check devices regularly: Look at each device daily for anything odd (like new attachments). Tell your staff to report anything suspicious right away.- Control who touches the devices: Only let authorized people install or fix devices. Always watch repair technicians when they work on devices.- Use strong passwords: Change the default password on every device and use unique, hard-to-guess passwords.- Train your team: Show everyone how to spot a tampered device and train them what to do if they see something suspicious.- Be careful when getting rid of old devices: Wipe all data from devices before throwing them away. Update your inventory accordingly.",ENDPOINT SECURITY
EP.PAR.V1,Privileged access rights,ENDPOINT SECURITY,The allocation and use of privileged access rights shall be restricted and managed.,ENDPOINT SECURITY
EP.ROA.V1,Return of assets,ENDPOINT SECURITY,"Personnel and other interested parties as appropriate shall return all the organization's assets in their possession upon change or termination of their employment, contract or agreement.",ENDPOINT SECURITY
EP.SDDP.V1,Secure device disposal process used,ENDPOINT SECURITY,"Implement and follow procedures for securely disposing of devices that contain organizational data. This ensures that sensitive information cannot be recovered from retired, damaged, or replaced devices.",ENDPOINT SECURITY
EP.SDOR.V1,Secure disposal or re-use of equipment,ENDPOINT SECURITY,Items of equipment containing storage media shall be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use.,ENDPOINT SECURITY
EP.SOAO.V1,Security of assets off-premises,ENDPOINT SECURITY,Off-site assets shall be protected.,ENDPOINT SECURITY
EP.SIMF.V1,Software inventory for applications maintained,ENDPOINT SECURITY,"Establish and maintain an accurate, detailed, and up-to-date inventory of all licensed software installed for applications. This can be a link to a package or manifest file.",ENDPOINT SECURITY
EP.SIMO.V1,Software inventory on end-user devices maintained,ENDPOINT SECURITY,"Establish and maintain an accurate, detailed, and up-to-date inventory of all licensed software installed on enterprise assets, including end-user devices and servers.",ENDPOINT SECURITY
EP.SMC.V1,Storage media controls,ENDPOINT SECURITY,"Storage media shall be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization's classification scheme and handling requirements.",ENDPOINT SECURITY
EP.SU.V1,Supporting utilities,ENDPOINT SECURITY,Information processing facilities shall be protected from power failures and other disruptions caused by failures in supporting utilities.,ENDPOINT SECURITY
EP.USRO.V1,Unauthorized software on end-user devices addressed and removed,ENDPOINT SECURITY,"Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently based on risk level, to ensure software compliance with the organizational policy.",ENDPOINT SECURITY
EP.UFCM.V1,Unexpected file changes monitored,ENDPOINT SECURITY,"Set up a system to monitor unexpected changes to your important files and set up alerts when they happen.Create a list of your most important files. This should include things like system files, application files, configuration files, and log files. Review and update this list on a regular basis.Set up a file monitoring tool or intrusion detection tool with file monitoring capabilities. It should check all the important files on your list at least once a week. Configure it to send alerts immediately if it spots any unexpected changes. This could be changes to the file's content, or if files are added or deleted when they shouldn't be.Decide who on your team should receive these alerts and make sure they know what to do when they get one. Write down a clear procedure for how to investigate and respond to unexpected file changes. Keep records of all the alerts you receive and how you responded to them.Finally, check your file monitoring system at least once a month to make sure it's working as intended.",ENDPOINT SECURITY
EP.UWCD.V1,Unnecessary wireless capabilities disabled,ENDPOINT SECURITY,"Wireless networking capabilities that are not required for essential business or mission functions must be disabled on all devices to minimize security risks. Necessary wireless features, such as Wi-Fi or Bluetooth, must be configured securely to prevent unauthorized access.",ENDPOINT SECURITY
EP.UED.V1,User endpoint devices,ENDPOINT SECURITY,"Information stored on, processed by or accessible via user endpoint devices shall be protected.",ENDPOINT SECURITY
EP.WF.V1,Web filtering,ENDPOINT SECURITY,Access to external websites shall be managed to reduce exposure to malicious content.,ENDPOINT SECURITY
EP.WAPI.V1,Wireless access points identified and monitored,ENDPOINT SECURITY,"Test for the presence of all Wi-Fi access points at least once every three months and use tools or methods that can detect both authorized and unauthorized access points. If possible, use automated monitoring tools that can alert personnel when new access points are detected.Maintain an up-to-date list of all authorized wireless access points and document a business justification for each authorized access point. Regularly review and update this inventory.",ENDPOINT SECURITY
EP.WEC.V1,Wireless environments configured,ENDPOINT SECURITY,"Set up and manage your wireless network securely for both office and remote workers. Change default settings such as:- Change all default passwords on your wireless equipment (routers, access points).- Replace any pre-set encryption keys.- Update SNMP community strings if you use them.- Check your device manuals for any other default settings and change those too.Enable the strongest encryption your devices support (preferably WPA3 or at least WPA2) and use a long, complex password for the Wi-Fi network. Change it regularly and control access (e.g., use a separate guest network for visitors if possible).Regularly check for unauthorized devices on your network and train your employees accordingly.",ENDPOINT SECURITY
IS.ADTU.V1,Active discovery tools used,INFRASTRUCTURE SECURITY,"An active discovery tool is used to identify assets connected to the enterprise's network, configured to execute daily or more frequently.",INFRASTRUCTURE SECURITY
IS.AAR.V1,Administrator access restricted,INFRASTRUCTURE SECURITY,"Restrict administrator access to critical systems and sensitive data based on the principle of least privilege, granting elevated permissions only when necessary for specific tasks and revoking them promptly after completion. Implement strong authentication mechanisms, such as multi-factor authentication, and regularly review and update administrator access rights to ensure they align with job responsibilities and maintain a secure environment.",INFRASTRUCTURE SECURITY
IS.AMDO.V1,Anti-malware deployed on infrastructure,INFRASTRUCTURE SECURITY,Deploy anti-malware or antivirus solutions on infrastructure components such as servers and network devices. This helps detect and prevent malware infections and other malicious activities targeting critical systems.,INFRASTRUCTURE SECURITY
IS.ACR.V1,Application changes reviewed,INFRASTRUCTURE SECURITY,All proposed application changes are reviewed before they impact production.,INFRASTRUCTURE SECURITY
IS.ASSP.V1,Automated security scanning performed on infrastructure,INFRASTRUCTURE SECURITY,Automated security scanning software is deployed on all infrastructure components including servers and network devices.,INFRASTRUCTURE SECURITY
IS.ANCT.V1,Automatic network connection termination,INFRASTRUCTURE SECURITY,"Network connections associated with communication sessions must be automatically terminated at the end of the session or after a period of inactivity as defined in the Network Security Policy. This ensures that unused connections are not left open, reducing the risk of unauthorized access or misuse.",INFRASTRUCTURE SECURITY
IS.BNEP.V1,Buckets not exposed publicly,INFRASTRUCTURE SECURITY,Cloud storage buckets are not exposed to the public internet unless a documented business justification is in place.,INFRASTRUCTURE SECURITY
IS.CS.V1,Clock synchronization,INFRASTRUCTURE SECURITY,The clocks of information processing systems used by the organization shall be synchronized to approved time sources.,INFRASTRUCTURE SECURITY
IS.CSE.V1,Clock synchronization enforced,INFRASTRUCTURE SECURITY,"Enforce clock synchronization across all systems and devices within the organization's network using a reliable and accurate time source, such as Network Time Protocol (NTP) or Precision Time Protocol (PTP). Regularly monitor and audit system clocks to ensure they remain synchronized and promptly address any discrepancies to maintain the integrity of time-dependent processes, such as logging, authentication, and transaction processing.",INFRASTRUCTURE SECURITY
IS.CIU.V1,Cloud infrastructure used,INFRASTRUCTURE SECURITY,"Cloud infrastructure is hosted with providers that maintain independent certifications (e.g., SOC 2) for physical and environmental security controls, rather than managed on-premises.",INFRASTRUCTURE SECURITY
IS.CM.V1,Configuration management,INFRASTRUCTURE SECURITY,"Configurations, including security configurations, of hardware, software, services and networks shall be established, documented, implemented, monitored and reviewed.",INFRASTRUCTURE SECURITY
IS.CMSE.V1,Configuration management system established,INFRASTRUCTURE SECURITY,"Implement a configuration management system to manage and control the configuration of systems, applications, and infrastructure. Configuration management helps maintain consistency and security across the IT environment.",INFRASTRUCTURE SECURITY
IS.DFU.V1,DNS filtering used,INFRASTRUCTURE SECURITY,Utilize a DNS filtering service to protect against malicious domain requests and prevent access to known malicious websites.,INFRASTRUCTURE SECURITY
IS.FRPA.V1,Firewall restricts public access to infrastructure,INFRASTRUCTURE SECURITY,Firewalls are configured to restrict public access to the organization's infrastructure components.,INFRASTRUCTURE SECURITY
IS.HAIU.V1,High availability infrastructure used,INFRASTRUCTURE SECURITY,"Deploy high availability infrastructure across multiple availability zones or regions to ensure system redundancy and fault tolerance. Configure load balancing, automatic failover, and data replication mechanisms to minimize downtime and maintain uninterrupted service in the event of hardware, software, or network failures.",INFRASTRUCTURE SECURITY
IS.IFCP.V1,Information flow control policy established,INFRASTRUCTURE SECURITY,"Establish an information flow control policy to regulate the secure transmission of Controlled Unclassified Information (CUI) within and between systems, enforcing encryption, access controls, and boundary protections.",INFRASTRUCTURE SECURITY
IS.ISFU.V1,Information security for use of cloud services,INFRASTRUCTURE SECURITY,"Processes for acquisition, use, management and exit from cloud services shall be established in accordance with the organization's information security requirements.",INFRASTRUCTURE SECURITY
IS.ICL.V1,Infrastructure changes logged,INFRASTRUCTURE SECURITY,"Maintain a log of all infrastructure changes to track and document modifications made to critical systems and services. Logging infrastructure changes aids in audit trails, incident investigations, and accountability.",INFRASTRUCTURE SECURITY
IS.ICRR.V1,Infrastructure changes require review,INFRASTRUCTURE SECURITY,"Implement a review process for all proposed infrastructure changes before implementation. Reviews ensure that changes comply with security policies, do not introduce vulnerabilities, and align with the organization's requirements.",INFRASTRUCTURE SECURITY
IS.IDUI.V1,Infrastructure deployed using an infrastructure-as-code tool,INFRASTRUCTURE SECURITY,"Adopt an infrastructure-as-code (IaC) approach to deploy and manage the organization's infrastructure components. IaC tools enable consistent and version-controlled infrastructure deployment, reducing the risk of configuration errors.",INFRASTRUCTURE SECURITY
IS.IDSU.V1,Intrusion detection system used,INFRASTRUCTURE SECURITY,Utilize an intrusion detection system (IDS) to monitor network traffic and detect suspicious or unauthorized activities. IDS helps identify potential security breaches and intrusions in real-time.,INFRASTRUCTURE SECURITY
IS.KMPE.V1,Key management policy established,INFRASTRUCTURE SECURITY,"Establish a comprehensive key management policy that defines the processes for generating, storing, distributing, rotating, and revoking cryptographic keys used for data encryption, digital signatures, and secure communication. Ensure the key management policy aligns with industry best practices and regulatory requirements, and regularly review and update the policy to maintain its effectiveness in protecting the confidentiality, integrity, and availability of sensitive information.",INFRASTRUCTURE SECURITY
IS.LP.V1,Logging performed,INFRASTRUCTURE SECURITY,"Logs that record activities, exceptions, faults and other relevant events shall be produced, stored, protected and analysed.",INFRASTRUCTURE SECURITY
IS.NIST.V1,NIST 800-171 compliance policy established,INFRASTRUCTURE SECURITY,"Establish a compliance policy to govern access control, account authorization, data management, infrastructure security, and endpoint protection to ensure secure handling and protection of CUI.",INFRASTRUCTURE SECURITY
IS.NICU.V1,Network infrastructure continuously updated,INFRASTRUCTURE SECURITY,"Ensure the network infrastructure components (e.g., routers, switches, firewalls) are continuously updated with the latest security patches and firmware updates. Regular updates help address known vulnerabilities and enhance network security.",INFRASTRUCTURE SECURITY
IS.NSPE.V1,Network security policy established,INFRASTRUCTURE SECURITY,Develop and implement a network security policy that provides clear guidelines and requirements for securing your network infrastructure.,INFRASTRUCTURE SECURITY
IS.NS.V1,Networks security,INFRASTRUCTURE SECURITY,"Networks and network devices shall be secured, managed and controlled to protect information in systems and applications.",INFRASTRUCTURE SECURITY
IS.PPSM.V1,Payment page scripts managed,INFRASTRUCTURE SECURITY,"All scripts loaded and executed on payment pages in the consumer's browser must be authorized, integrity-assured, and inventoried with justification.Implement a method to authorize each payment page script and establish a process to confirm the integrity of each script. Maintain an inventory of all scripts with written justification for their necessity.Regularly review and update policies and procedures for managing payment page scripts.",INFRASTRUCTURE SECURITY
IS.PATE.V1,Production and test environments separated,INFRASTRUCTURE SECURITY,"Maintain separate, dedicated environments for testing and production systems, ensuring changes are thoroughly evaluated before implementation into the live production environment.",INFRASTRUCTURE SECURITY
IS.PDAR.V1,Production deployment access restricted,INFRASTRUCTURE SECURITY,Limit access to production deployment environments to authorized personnel only. This control helps prevent unauthorized changes or deployments that may disrupt critical services.,INFRASTRUCTURE SECURITY
IS.POIS.V1,Protection of information systems during audit testing,INFRASTRUCTURE SECURITY,Audit tests and other assurance activities involving assessment of operational systems shall be planned and agreed between the tester and appropriate management.,INFRASTRUCTURE SECURITY
IS.PRU.V1,Pull requests used,INFRASTRUCTURE SECURITY,Pull requests are used for code changes to ensure all modifications are reviewed before merging to production branches.,INFRASTRUCTURE SECURITY
IS.ROIP.V1,Redundancy of information processing facilities,INFRASTRUCTURE SECURITY,Information processing facilities shall be implemented with redundancy sufficient to meet availability requirements.,INFRASTRUCTURE SECURITY
IS.SONS.V1,Security of network services,INFRASTRUCTURE SECURITY,"Security mechanisms, service levels and service requirements of network services shall be identified, implemented and monitored.",INFRASTRUCTURE SECURITY
IS.SON.V1,Segregation of networks,INFRASTRUCTURE SECURITY,"Groups of information services, users and information systems shall be segregated in the organization's networks.",INFRASTRUCTURE SECURITY
IS.SASK.V1,Systems and software kept up to date,INFRASTRUCTURE SECURITY,"Automate and standardize the process of deploying software patches and updates to systems, software, and applications to ensure that critical security patches are applied promptly to address known vulnerabilities.",INFRASTRUCTURE SECURITY
IS.SSAT.V1,Systems segregated according to sensitivity of business function,INFRASTRUCTURE SECURITY,"Set up your systems so that different parts of your business operations are kept separate or well-protected from each other, especially when they have different security needs.In this context, a ""function"" is a specific business operation or process that your IT systems handle. For example:- Public website hosting- Employee email system- Customer database management- Payment processingIdentify your business operations and list out the key tasks your IT systems complete. Evaluate which functions need higher security and which need less. Separate them where possible (e.g., use different servers or cloud services for operations with different security needs). If you can't physically separate use virtualization to create separate environments on the same machine.Secure everything to the level of the most sensitive function.Document your setup by creating a diagram showing which business operations are on which systems. Explain how you've separated or secured different operations.",INFRASTRUCTURE SECURITY
IS.UAR.V1,Unauthorized assets addressed and removed,INFRASTRUCTURE SECURITY,Ensure that a process exists to address unauthorized assets on a periodic basis. This process should include regular audits of all assets and a procedure for handling unauthorized assets when they are discovered.,INFRASTRUCTURE SECURITY
IS.UPDA.V1,Unique production database authentication enforced,INFRASTRUCTURE SECURITY,"Enforce unique authentication mechanisms for accessing production databases, such as a unique username and password or SSH key.",INFRASTRUCTURE SECURITY
IS.UOC.V1,Use of cryptography,INFRASTRUCTURE SECURITY,"Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.",INFRASTRUCTURE SECURITY
IS.VU.V1,VPN used,INFRASTRUCTURE SECURITY,"Utilize Virtual Private Network (VPN) connections to secure remote communications between users and the organization's internal network. VPNs provide encrypted and authenticated tunnels, ensuring secure data transmission over untrusted networks.",INFRASTRUCTURE SECURITY
IS.WAFU.V1,Web Application Firewall (WAF) used,INFRASTRUCTURE SECURITY,"Implement a Web Application Firewall (WAF) to protect web applications from various cyber threats, such as SQL injection, cross-site scripting, and other application-layer attacks.",INFRASTRUCTURE SECURITY
MI.ASME.V1,AI system monitoring established,MONITORING AND INCIDENT_RESPONSE,"Establish ongoing monitoring of AI systems to track performance, detect issues, identify drift, and ensure continued safe and effective operation in production.",MONITORING AND INCIDENT_RESPONSE
MI.AALS.V1,Adequate audit log storage maintained,MONITORING AND INCIDENT_RESPONSE,Ensure sufficient storage capacity to retain audit logs for the required duration. Adequate audit log storage enables historical analysis and supports compliance requirements related to log retention.,MONITORING AND INCIDENT_RESPONSE
MI.AADO.V1,Assessment and decision on information security events,MONITORING AND INCIDENT_RESPONSE,The organization shall assess information security events and decide if they are to be categorized as information security incidents.,MONITORING AND INCIDENT_RESPONSE
MI.ALMP.V1,Audit log management process maintained,MONITORING AND INCIDENT_RESPONSE,"Maintain a robust and up-to-date audit log management process. This process should include guidelines for capturing, storing, and monitoring audit logs, ensuring the availability and integrity of essential security event data.",MONITORING AND INCIDENT_RESPONSE
MI.ALC.V1,Audit logs collected,MONITORING AND INCIDENT_RESPONSE,"Enable the collection of audit logs from critical systems and applications. Audit logs capture essential security events and activities, providing valuable information for incident detection, investigation, and compliance purposes.",MONITORING AND INCIDENT_RESPONSE
MI.BNPE.V1,Breach notification process established,MONITORING AND INCIDENT_RESPONSE,"Establish a breach notification process that outlines the organization's procedures for detecting, assessing, and reporting security breaches. This process helps ensure timely and effective incident response.",MONITORING AND INCIDENT_RESPONSE
MI.BNTP.V1,Breach notification template prepared,MONITORING AND INCIDENT_RESPONSE,"Develop and maintain a standardized breach notification template to provide timely, consistent, and compliant communication with affected individuals in the event of a breach.",MONITORING AND INCIDENT_RESPONSE
MI.BRPE.V1,Breach response playbook established,MONITORING AND INCIDENT_RESPONSE,"Develop and maintain a breach response playbook focused on managing breaches after they are discovered, including detailed procedures for assessing, containing, and resolving incidents involving protected information.",MONITORING AND INCIDENT_RESPONSE
MI.BRAT.V1,Breach risk assessment template developed,MONITORING AND INCIDENT_RESPONSE,Establish a standardized risk assessment template to evaluate the potential impact of breaches on affected individuals. Include criteria for assessing:- The nature and sensitivity of the breached ePHI.- The likelihood of data misuse.- Steps already taken to mitigate the breach.,MONITORING AND INCIDENT_RESPONSE
MI.CMPD.V1,Compliance monitoring processes defined and implemented,MONITORING AND INCIDENT_RESPONSE,Define and implement comprehensive compliance monitoring processes to evaluate the performance and effectiveness of the information security management system (ISMS).,MONITORING AND INCIDENT_RESPONSE
