controlId,title,family,description,subFamily
GOV-01,Cybersecurity & Data Protection Governance Program,Cybersecurity & Data Protection Governance,Mechanisms exist to facilitate the implementation of cybersecurity and data protection governance controls.,Govern
GOV-01.1,Steering Committee & Program Oversight,Cybersecurity & Data Protection Governance,"Mechanisms exist to coordinate cybersecurity, data protection and business alignment through a steering committee or advisory board, comprised of key cybersecurity, data protection and business executives, which meets formally and on a regular basis.",Govern
GOV-01.2,Status Reporting To Governing Body,Cybersecurity & Data Protection Governance,Mechanisms exist to provide governance oversight reporting and recommendations to those entrusted to make executive decisions about matters considered material to the organization's cybersecurity and data protection program.,Govern
GOV-01.3,Commitment To Continual Improvements,Cybersecurity & Data Protection Governance,"Mechanisms exist to commit appropriate resources needed for continual improvement of the organization's cybersecurity and data protection program, including: (1) Staffing; (2) Budget; (3) Processes; and (4) Technologies.",Govern
GOV-02,Publishing Cybersecurity & Data Protection Documentation,Cybersecurity & Data Protection Governance,"Mechanisms exist to establish, maintain and disseminate cybersecurity and data protection policies, standards and procedures.",Govern
GOV-02.1,Exception Management,Cybersecurity & Data Protection Governance,"Mechanisms exist to prohibit exceptions to standards, except when the exception has been formally assessed for risk impact, approved and recorded.",Govern
GOV-03,Periodic Review & Update of Cybersecurity & Data Protection Program,Cybersecurity & Data Protection Governance,"Mechanisms exist to review the cybersecurity and data protection program, including policies, standards and procedures, at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness.",Govern
GOV-04,Assigned Cybersecurity & Data Protection Responsibilities,Cybersecurity & Data Protection Governance,"Mechanisms exist to assign one or more qualified individuals with the mission and resources to centrally-manage, coordinate, develop, implement and maintain an enterprise-wide cybersecurity and data protection program.",Govern
GOV-04.1,Stakeholder Accountability Structure,Cybersecurity & Data Protection Governance,"Mechanisms exist to enforce an accountability structure so that appropriate teams and individuals are empowered, responsible and trained for mapping, measuring and managing data and technology-related risks.",Govern
GOV-04.2,Authoritative Chain of Command,Cybersecurity & Data Protection Governance,Mechanisms exist to establish an authoritative chain of command with clear lines of communication to remove ambiguity from individuals and teams related to managing data and technology-related risks.,Govern
GOV-05,Measures of Performance,Cybersecurity & Data Protection Governance,"Mechanisms exist to develop, report and monitor cybersecurity and data protection program measures of performance.",Govern
GOV-05.1,Key Performance Indicators (KPIs),Cybersecurity & Data Protection Governance,"Mechanisms exist to develop, report and monitor Key Performance Indicators (KPIs) to assist organizational management in performance monitoring and trend analysis of the cybersecurity and data protection program.",Govern
GOV-05.2,Key Risk Indicators (KRIs),Cybersecurity & Data Protection Governance,"Mechanisms exist to develop, report and monitor Key Risk Indicators (KRIs) to assist senior management in performance monitoring and trend analysis of the cybersecurity and data protection program.",Govern
GOV-06,Contacts With Authorities,Cybersecurity & Data Protection Governance,Mechanisms exist to identify and document appropriate contacts with relevant law enforcement and regulatory bodies.,Govern
GOV-07,Contacts With Groups & Associations,Cybersecurity & Data Protection Governance,"Mechanisms exist to establish contact with selected groups and associations within the cybersecurity and data privacy communities to: (1) Facilitate ongoing cybersecurity and data protection education and training for organizational personnel; (2) Maintain currency with recommended cybersecurity and data protection practices, techniques and technologies; and (3) Share current cybersecurity and/or data privacy-related information including threats, vulnerabilities and incidents.",Govern
GOV-08,Defining Business Context & Mission,Cybersecurity & Data Protection Governance,Mechanisms exist to define the context of its business model and document the organization's mission.,Govern
GOV-09,Define Control Objectives,Cybersecurity & Data Protection Governance,"Mechanisms exist to establish control objectives as the basis for the selection, implementation and management of the organization's internal control system.",Govern
GOV-10,Data Governance,Cybersecurity & Data Protection Governance,"Mechanisms exist to facilitate data governance to oversee the organization's policies, standards and procedures so that sensitive/regulated data is effectively managed and maintained in accordance with applicable statutory, regulatory and contractual obligations.",Govern
GOV-11,Purpose Validation,Cybersecurity & Data Protection Governance,"Mechanisms exist to monitor mission/business-critical Technology Assets, Applications and/or Services (TAAS) to ensure those resources are being used consistent with their intended purpose.",Govern
GOV-12,Forced Technology Transfer (FTT),Cybersecurity & Data Protection Governance,"Mechanisms exist to avoid and/or constrain the forced exfiltration of sensitive/regulated information (e.g., Intellectual Property (IP)) to the host government for purposes of market access or market management practices.",Govern
GOV-13,State-Sponsored Espionage,Cybersecurity & Data Protection Governance,"Mechanisms exist to constrain the host government's ability to leverage the organization's Technology Assets, Applications and/or Services (TAAS) for economic or political espionage and/or cyberwarfare activities.",Govern
GOV-14,Business As Usual (BAU) Secure Practices,Cybersecurity & Data Protection Governance,Mechanisms exist to incorporate cybersecurity and data protection principles into Business As Usual (BAU) practices through executive leadership involvement.,Govern
GOV-15,Operationalizing Cybersecurity & Data Protection Practices,Cybersecurity & Data Protection Governance,"Mechanisms exist to compel data and/or process owners to operationalize cybersecurity and data protection practices for each Technology Asset, Application and/or Service (TAAS) under their control.",Govern
GOV-15.1,Select Controls,Cybersecurity & Data Protection Governance,"Mechanisms exist to compel data and/or process owners to select required cybersecurity and data protection controls for each Technology Asset, Application and/or Service (TAAS) under their control.",Govern
GOV-15.2,Implement Controls,Cybersecurity & Data Protection Governance,"Mechanisms exist to compel data and/or process owners to implement required cybersecurity and data protection controls for each Technology Asset, Application and/or Service (TAAS) under their control.",Govern
GOV-15.3,Assess Controls,Cybersecurity & Data Protection Governance,"Mechanisms exist to compel data and/or process owners to assess if required cybersecurity and data protection controls for each Technology Asset, Application and/or Service (TAAS) under their control are implemented correctly and are operating as intended.",Govern
GOV-15.4,"Authorize Technology Assets, Applications and/or Services (TAAS)",Cybersecurity & Data Protection Governance,"Mechanisms exist to compel data and/or process owners to obtain authorization for the production use of each Technology Asset, Application and/or Service (TAAS) under their control.",Govern
GOV-15.5,Monitor Controls,Cybersecurity & Data Protection Governance,"Mechanisms exist to compel data and/or process owners to monitor Technology Assets, Applications and/or Services (TAAS) under their control on an ongoing basis for applicable threats and risks, as well as to ensure cybersecurity and data protection controls are operating as intended.",Govern
GOV-16,Materiality Determination,Cybersecurity & Data Protection Governance,Mechanisms exist to define materiality threshold criteria capable of designating an incident as material.,Govern
GOV-16.1,Material Risks,Cybersecurity & Data Protection Governance,Mechanisms exist to define criteria necessary to designate a risk as a material risk.,Govern
GOV-16.2,Material Threats,Cybersecurity & Data Protection Governance,Mechanisms exist to define criteria necessary to designate a threat as a material threat.,Govern
GOV-17,Cybersecurity & Data Protection Status Reporting,Cybersecurity & Data Protection Governance,"Mechanisms exist to submit status reporting of the organization's cybersecurity and/or data privacy program to applicable statutory and/or regulatory authorities, as required.",Govern
GOV-18,Quality Management System (QMS),Cybersecurity & Data Protection Governance,"Mechanisms exist to govern a Quality Management System (QMS) to ensure cybersecurity and data protection processes conform with applicable statutory, regulatory and/or contractual obligations.",Govern
GOV-19,Assurance,Cybersecurity & Data Protection Governance,"Mechanisms exist to define the basis for confidence that implemented practices conform to applicable security, compliance and resilience controls, where the control implementation performs as intended.",Govern
GOV-19.1,Assurance Levels (AL),Cybersecurity & Data Protection Governance,Mechanisms exist to utilize defined Assurance Levels (AL) for assessment activities to standardize the following assurance attributes: (1) Depth that addresses the rigor and level of detail of the assessment; and (2) Coverage that addresses the scope and breadth of the assessment.,Govern
GOV-19.2,Assessment Objectives (AO),Cybersecurity & Data Protection Governance,"Mechanisms exist to utilize defined Assessment Objectives (AO) to assess the implementation of requirements, when available.",Govern
GOV-20,"Mergers, Acquisitions & Divestitures (MA&D)",Cybersecurity & Data Protection Governance,"Mechanisms exist to define standardized practices to conduct Mergers, Acquisitions and Divestiture (MA&D) activities.",Govern
GOV-20.1,Virtual Data Room (VDR),Cybersecurity & Data Protection Governance,"Mechanisms exist to provision a Virtual Data Room (VDR), or similar technology, to securely share documentation among stakeholders to conduct Mergers, Acquisitions and Divestiture (MA&D) activities.",Govern
AAT-01,Artificial Intelligence (AI) & Autonomous Technologies Governance,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure policies, processes, procedures and practices related to the mapping, measuring and managing of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are in place, transparent and implemented effectively.",Govern
AAT-01.1,AI & Autonomous Technologies-Related Legal Requirements Definition,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to identify, understand, document and manage applicable statutory and regulatory requirements for Artificial Intelligence (AI) and Autonomous Technologies (AAT).",Govern
AAT-01.2,Trustworthy AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) are designed to be reliable, safe, fair, secure, resilient, transparent, explainable and data privacy-enhanced to minimize emergent properties or unintended consequences.",Protect
AAT-01.3,AI & Autonomous Technologies Value Sustainment,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to sustain the value of deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-01.4,AI Model & Agent Inventory & Lifecycle Management,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to track the lifecycle of all AI models and AI agents, including ownership, intended purpose and status across: (1) Development; (2) Deployment; (3) Updates; and (4) Decommissioning.",Identify
AAT-02,Situational Awareness of AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to develop and maintain an inventory of Artificial Intelligence (AI) and Autonomous Technologies (AAT) (internal and third-party).,Identify
AAT-02.1,AI & Autonomous Technologies Risk Mapping,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to identify Artificial Intelligence (AI) and Autonomous Technologies (AAT) in use and map those components to potential legal risks, including statutory and regulatory compliance requirements.",Identify
AAT-02.2,AI & Autonomous Technologies Internal Controls,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to identify and document internal cybersecurity and data protection controls for Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-02.3,Adequate Protections For AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) include reasonable cybersecurity and data protections that are commensurate with assessed risks and threats.,Govern
AAT-02.4,AI Threat Modeling & Risk Assessment,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to conduct Artificial Intelligence (AI) and Autonomous Technologies (AAT)-specific threat modeling and risk assessments to address the following criteria across the lifecycle of the AAT: (1) Attack surfaces; (2) Adversarial threats; and (3) Abuse / misuse scenarios.,Govern
AAT-03,AI & Autonomous Technologies Context Definition,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to establish and document the context surrounding Artificial Intelligence (AI) and Autonomous Technologies (AAT), including: (1) Intended purposes; (2) Potentially beneficial uses; (3) Context-specific laws and regulations; (4) Norms and expectations; and (5) Prospective settings in which the system(s) will be deployed.",Identify
AAT-03.1,AI & Autonomous Technologies Mission and Goals Definition,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to define and document the organization's mission and defined goals for Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-03.2,Model & AI Agent Documentation,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to create, maintain and provide access to documentation artifacts for AI models and agents, including: (1) Data lineage; (2) Intended use; and (3) Limitations.",Govern
AAT-04,AI & Autonomous Technologies Business Case,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to benchmark capabilities, targeted usage, goals and expected benefits and costs of Artificial Intelligence (AI) and Autonomous Technologies (AAT).",Identify
AAT-04.1,AI & Autonomous Technologies Potential Benefits Analysis,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to assess the potential benefits of proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-04.2,AI & Autonomous Technologies Potential Costs Analysis,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to assess potential costs, including non-monetary costs, resulting from expected or realized Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related errors or system functionality and trustworthiness.",Identify
AAT-04.3,AI & Autonomous Technologies Targeted Application Scope,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to specify and document the targeted application scope of the proposed use and operation of Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-04.4,AI & Autonomous Technologies Cost / Benefit Mapping,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to map risks and benefits for all components of Artificial Intelligence (AI) and Autonomous Technologies (AAT), including third-party software and data.",Identify
AAT-05,AI & Autonomous Technologies Training,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to ensure personnel and external stakeholders are provided with position-specific risk management training for Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-06,AI & Autonomous Technologies Fairness & Bias,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prevent Artificial Intelligence (AI) and Autonomous Technologies (AAT) from unfairly identifying, profiling and/or statistically singling out a segmented population defined by race, religion, gender identity, national origin, religion, disability or any other politically-charged identifier.",Identify
AAT-07,AI & Autonomous Technologies Risk Management Decisions,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to leverage decision makers from a diversity of demographics, disciplines, experience, expertise and backgrounds for mapping, measuring and managing Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.",Identify
AAT-07.1,AI & Autonomous Technologies Impact Assessment,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to assess the impact(s) of proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT) on individuals, groups, communities, organizations and society (e.g., Fundamental Rights Impact Assessment (FRIA)).",Identify
AAT-07.2,AI & Autonomous Technologies Likelihood & Impact Risk Analysis,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to define the potential likelihood and impact of each identified risk based on expected use and past uses of Artificial Intelligence (AI) and Autonomous Technologies (AAT) in similar contexts.,Identify
AAT-07.3,AI & Autonomous Technologies Continuous Improvements,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to continuously improve Artificial Intelligence (AI) and Autonomous Technologies (AAT) capabilities to maximize benefits and minimize negative impacts associated with AAT.,Identify
AAT-08,Assigned Responsibilities for AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to define and differentiate roles and responsibilities for: (1) Artificial Intelligence (AI) and Autonomous Technologies (AAT) configurations; and (2) Oversight of AAT systems.,Identify
AAT-09,AI & Autonomous Technologies Risk Profiling,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to document the risks and potential impacts of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that are: (1) Designed; (2) Developed; (3) Deployed; (4) Evaluated; and/or (5) Used.,Identify
AAT-09.1,AI & Autonomous Technologies High Risk Designations,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to designate Artificial Intelligence (AI) and Autonomous Technologies (AAT) ""High Risk"" if one(1), or more, of the following criteria are met: (1) AAT is used as a safety component of a product or service; (2) AAT poses a significant risk of harm to an individual's health, safety or fundamental rights; and/or (3) AAT materially influences the outcome of an individual's decision making.",Identify
AAT-10,"Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV)",Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to implement Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) practices to enable Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related security, resilience and compliance-related conformity testing throughout the lifecycle of the AAT.",Detect
AAT-10.1,AI TEVV Trustworthiness Assessment,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to evaluate Artificial Intelligence (AI) and Autonomous Technologies (AAT) for trustworthy behavior and operation including security, anonymization and disaggregation of captured and stored data for approved purposes.",Detect
AAT-10.2,AI TEVV Tools,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to document test sets, metrics and details about the tools used during Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) practices.",Detect
AAT-10.3,AI TEVV Trustworthiness Demonstration,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to demonstrate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed are: (1) Valid; (2) Reliable; and (3) Operate as intended, based on approved designs.",Detect
AAT-10.4,AI TEVV Safety Demonstration,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to demonstrate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed are safe, residual risk does not exceed the organization's risk tolerance and can fail safely, particularly if made to operate beyond its knowledge limits.",Detect
AAT-10.5,AI TEVV Security & Resiliency Assessment,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to evaluate the security and resilience of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.,Detect
AAT-10.6,AI TEVV Transparency & Accountability Assessment,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to examine risks associated with transparency and accountability of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.,Detect
AAT-10.7,AI TEVV Privacy Assessment,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to examine the data privacy risk of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.,Detect
AAT-10.8,AI TEVV Fairness & Bias Assessment,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to examine fairness and bias of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.,Detect
AAT-10.9,AI & Autonomous Technologies Model Validation,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to validate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) model.,Detect
AAT-10.10,AI TEVV Results Evaluation,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to evaluate the results of Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) to determine the viability of the proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT).",Detect
AAT-10.11,AI TEVV Effectiveness,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to evaluate the effectiveness of the processes utilized to perform Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV).",Detect
AAT-10.12,AI TEVV Comparable Deployment Settings,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to evaluate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related performance or the assurance criteria demonstrated for conditions similar to deployment settings.,Identify
AAT-10.13,AI TEVV Post-Deployment Monitoring,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to proactively and continuously monitor deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Detect
AAT-10.14,Updating AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to integrate continual improvements for deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Identify
AAT-10.15,AI TEVV Reporting,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to report the status and results of Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) to relevant stakeholders, including governing bodies, as required.",Protect
AAT-10.16,AI TEVV Empirically Validated Methods,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to evaluate claims of Artificial Intelligence (AI) and Autonomous Technologies (AAT) model capabilities using empirically validated methods.,Protect
AAT-10.17,AI TEVV Benchmarking Content Provenance,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to benchmark the verifiable lineage and origin of content used by Artificial Intelligence (AI) and Autonomous Technologies (AAT) according to industry-recognized standards.,Protect
AAT-10.18,AI TEVV Model Collapse Mitigations,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to mitigate concerns of model collapse by: (1) Assessing the proportion of synthetic to non-synthetic training data; and (2) Verifying training data is not overly homogenous or Artificial Intelligence (AI) and Autonomous Technologies (AAT) system-produced.,Protect
AAT-10.19,AI TEVV Third-Party Risk Management,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to assess, approve and continuously monitor third-party Artificial Intelligence (AI) and Autonomous Technologies (AAT): (1) Components; (2) Application Programming Interfaces (APIs); and/or (3) Services used by AI agents for security, privacy and compliance.",Identify
AAT-11,Robust Stakeholder Engagement for AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to compel ongoing engagement with relevant Artificial Intelligence (AI) and Autonomous Technologies (AAT) stakeholders to encourage feedback about positive, negative and unanticipated impacts.",Protect
AAT-11.1,AI & Autonomous Technologies Stakeholder Feedback Integration,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to regularly collect, consider, prioritize and integrate risk-related feedback from those external to the team that developed or deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).",Protect
AAT-11.2,AI & Autonomous Technologies Ongoing Assessments,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to conduct regular assessments of Artificial Intelligence (AI) and Autonomous Technologies (AAT) with independent assessors and stakeholders not involved in the development of the AAT.,Protect
AAT-11.3,AI & Autonomous Technologies End User Feedback,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to collect and integrate feedback from end users and impacted communities into Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related system evaluation metrics.,Protect
AAT-11.4,AI & Autonomous Technologies Incident & Error Reporting,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to communicate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related incidents and/or errors to relevant stakeholders, including affected communities.",Protect
AAT-12,AI & Autonomous Technologies Intellectual Property Infringement Protections,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to prevent third-party Intellectual Property (IP) rights infringement by Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Protect
AAT-12.1,Data Source Identification,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to identify and document data sources utilized in the training and/or operation of Artificial Intelligence and Autonomous Technologies (AAT).,Govern
AAT-12.2,Data Source Integrity,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to protect the integrity of source data to prevent accidental contamination or malicious corruption (e.g., data poisoning) that could compromise the performance of Artificial Intelligence and Autonomous Technologies (AAT).",Protect
AAT-12.3,Data Source Lineage & Origin Disclosure,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to ensure Artificial Intelligence and Autonomous Technologies (AAT) publicly disclose information with sufficient detail to assess: (1) Content lineage; and (2) The origin of data used by the AAT.,Protect
AAT-12.4,Digital Content Modification Logging,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to ensure Artificial Intelligence and Autonomous Technologies (AAT): (1) Enable auditing of content modifications; and (2) Generate event logs for content-related changes.,Protect
AAT-13,AI & Autonomous Technologies Stakeholder Diversity,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) stakeholder competencies, skills and capacities incorporate demographic diversity, broad domain and user experience expertise.",Identify
AAT-13.1,AI & Autonomous Technologies Stakeholder Competencies,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related operator and practitioner proficiency requirements for Artificial Intelligence (AI) and Autonomous Technologies (AAT) are defined, assessed and documented.",Govern
AAT-14,AI & Autonomous Technologies Requirements Definitions,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to take socio-technical implications into account to address risks associated with Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Govern
AAT-14.1,AI & Autonomous Technologies Implementation Tasks Definition,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to define the tasks that Artificial Intelligence (AI) and Autonomous Technologies (AAT) will support (e.g., classifiers, generative models, recommenders).",Govern
AAT-14.2,AI & Autonomous Technologies Knowledge Limits,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to identify and document knowledge limits of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to provide sufficient information to assist relevant stakeholder decision making.,Identify
AAT-15,AI & Autonomous Technologies Viability Decisions,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to define the criteria as to whether Artificial Intelligence (AI) and Autonomous Technologies (AAT) achieved intended purposes and stated objectives to determine whether its development or deployment should proceed.,Protect
AAT-15.1,AI & Autonomous Technologies Negative Residual Risks,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to identify and document negative, residual risks (defined as the sum of all unmitigated risks) to both downstream acquirers and end users of Artificial Intelligence (AI) and Autonomous Technologies (AAT).",Protect
AAT-15.2,"Responsibility To Supersede, Deactivate and/or Disengage AI & Autonomous Technologies",Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to define the criteria and responsible party(ies) for superseding, disengaging or deactivating Artificial Intelligence (AI) and Autonomous Technologies (AAT) that demonstrate performance or outcomes inconsistent with intended use.",Protect
AAT-16,AI & Autonomous Technologies Production Monitoring,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to monitor the functionality and behavior of the deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Detect
AAT-16.1,AI & Autonomous Technologies Measurement Approaches,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to measure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to deployment context(s) through review and consultation with industry experts, domain specialists and end users.",Detect
AAT-16.2,Measuring AI & Autonomous Technologies Effectiveness,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to regularly assess the effectiveness of existing controls, including reports of errors and potential impacts on affected communities.",Detect
AAT-16.3,Unmeasurable AI & Autonomous Technologies Risks,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to identify and document unmeasurable risks or trustworthiness characteristics.,Detect
AAT-16.4,Efficacy of AI & Autonomous Technologies Measurement,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to gather and assess feedback about the efficacy of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related measurements.,Govern
AAT-16.5,AI & Autonomous Technologies Domain Expert Reviews,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to utilize input from domain experts and relevant stakeholders to validate whether the Artificial Intelligence (AI) and Autonomous Technologies (AAT) perform consistently, as intended.",Govern
AAT-16.6,AI & Autonomous Technologies Performance Changes,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to evaluate performance improvements or declines with domain experts and relevant stakeholders to define context-relevant risks and trustworthiness issues.,Govern
AAT-16.7,Pre-Trained AI & Autonomous Technologies Models,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to validate the information source(s) and quality of pre-trained models used in Artificial Intelligence (AI) and Autonomous Technologies (AAT) training, maintenance and improvement-related activities.",Protect
AAT-16.8,AI & Autonomous Technologies Event Logging,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) system event logging capabilities at a minimum provide: (1) Start date, start time, end date and end time for each use; (2) Database(s) against which input data has been checked by the system; (3) Input data for which the search has led to a match; and (4) Identification of individual(s) involved in the verification of the results.",Protect
AAT-16.9,Serious Incident Reporting For AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to report any serious incident involving operational Artificial Intelligence (AI) and Autonomous Technologies (AAT) to relevant authorities as to when and where the serious incident occurred, in accordance with mandated reporting timelines.",Protect
AAT-16.10,Serious Incident Root Cause Analysis (RCA) For AI & Autonomous Technologies,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to perform an investigation when there is a serious incident involving operational Artificial Intelligence (AI) and Autonomous Technologies (AAT) that documents a: (1) Root Cause Analysis (RCA); (2) Risk assessment of the incident; and (3) Description of corrective actions taken, including measures implemented to prevent a recurrence of the incident.",Protect
AAT-16.11,Anomaly Detection & Human Oversight,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to analyze anomalous Artificial Intelligence (AI) and Autonomous Technologies (AAT) behavior and provide escalation paths for human oversight, including: (1) Real-time review; and (2) Intervention.",Protect
AAT-16.12,Human-in-the-Loop & Escalation,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to require human review and clear escalation paths for approval for high-risk or ambiguous Artificial Intelligence (AI) and Autonomous Technologies (AAT) actions.,Protect
AAT-16.13,Emergent Behavior & Collusion Protections,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to detect and contain emergent or collusive behaviors among multiple Artificial Intelligence (AI) and Autonomous Technologies (AAT), including: (1) Automated or human-triggered containment; and (2) Formal investigation to determine the root cause of agentic cascades or collusion.",Protect
