controlId,title,family,description,subFamily
BCD-11,Data Backups,Business Continuity & Disaster Recovery,"Mechanisms exist to create recurring backups of data, software and/or system images, as well as verify the integrity of these backups, to ensure the availability of the data to satisfy Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).",Protect
BCD-11.1,Testing for Reliability & Integrity,Business Continuity & Disaster Recovery,"Mechanisms exist to routinely test backups that verify the reliability of the backup process, as well as the integrity and availability of the data.",Recover
BCD-11.2,Separate Storage for Critical Information,Business Continuity & Disaster Recovery,Mechanisms exist to store backup copies of critical software and other security-related information in a separate facility or in a fire-rated container that is not collocated with the system being backed up.,Protect
BCD-11.3,Recovery Images,Business Continuity & Disaster Recovery,"Mechanisms exist to reimage assets from configuration-controlled and integrity-protected images that represent a secure, operational state.",Recover
BCD-11.4,Cryptographic Protection,Business Continuity & Disaster Recovery,Cryptographic mechanisms exist to prevent the unauthorized disclosure and/or modification of backup information.,Protect
BCD-11.5,Test Restoration Using Sampling,Business Continuity & Disaster Recovery,Mechanisms exist to utilize sampling of available backups to test recovery capabilities as part of business continuity plan testing.,Protect
BCD-11.6,Transfer to Alternate Storage Site,Business Continuity & Disaster Recovery,Mechanisms exist to transfer backup data to the alternate storage site at a rate that is capable of meeting both Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).,Protect
BCD-11.7,Redundant Secondary System,Business Continuity & Disaster Recovery,"Mechanisms exist to maintain a failover capability, which is not collocated with the primary Technology Asset, Application and/or Service (TAAS), which can be activated with little-to-no loss of information or disruption to operations.",Protect
BCD-11.8,Dual Authorization For Backup Media Destruction,Business Continuity & Disaster Recovery,Mechanisms exist to implement and enforce dual authorization for the deletion or destruction of sensitive backup media and data.,Protect
BCD-11.9,Backup Access,Business Continuity & Disaster Recovery,Mechanisms exist to restrict access to backups to privileged users with assigned roles for data backup and recovery operations.,Protect
BCD-11.10,Backup Modification and/or Destruction,Business Continuity & Disaster Recovery,Mechanisms exist to restrict access to modify and/or delete backups to privileged users with assigned data backup and recovery operations roles.,Protect
BCD-12,"Technology Assets, Applications and/or Services (TAAS) Recovery & Reconstitution",Business Continuity & Disaster Recovery,"Mechanisms exist to ensure the secure recovery and reconstitution of Technology Assets, Applications and/or Services (TAAS) to a known state after a disruption, compromise or failure.",Protect
BCD-12.1,Transaction Recovery,Business Continuity & Disaster Recovery,"Mechanisms exist to utilize specialized backup mechanisms that will allow transaction recovery for transaction-based Technology Assets, Applications and/or Services (TAAS) in accordance with Recovery Point Objectives (RPOs).",Recover
BCD-12.2,Failover Capability,Business Continuity & Disaster Recovery,"Mechanisms exist to implement real-time or near-real-time failover capability to maintain availability of critical Technology Assets, Applications, Services and/or Data (TAASD).",Recover
BCD-12.3,Electronic Discovery (eDiscovery),Business Continuity & Disaster Recovery,Mechanisms exist to utilize electronic discovery (eDiscovery) that covers current and archived communication transactions.,Respond
BCD-12.4,Restore Within Time Period,Business Continuity & Disaster Recovery,"Mechanisms exist to restore Technology Assets, Applications, Services and/or Data (TAASD) within organization-defined restoration time-periods from configuration-controlled and integrity-protected information; representing a known, operational state for the asset.",Respond
BCD-13,Backup & Restoration Hardware Protection,Business Continuity & Disaster Recovery,Mechanisms exist to protect backup and restoration hardware and software.,Protect
BCD-13.1,Restoration Integrity Verification,Business Continuity & Disaster Recovery,Mechanisms exist to verify the integrity of backups and other restoration assets prior to using them for restoration.,Govern
BCD-14,Isolated Recovery Environment,Business Continuity & Disaster Recovery,"Mechanisms exist to utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities.",Recover
BCD-15,Reserve Hardware,Business Continuity & Disaster Recovery,Mechanisms exist to purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption.,Recover
BCD-16,AI & Autonomous Technologies Incidents,Business Continuity & Disaster Recovery,Mechanisms exist to handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk.,Respond
CAP-01,Capacity & Performance Management,Capacity & Performance Planning,Mechanisms exist to facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements.,Govern
CAP-02,Resource Priority,Capacity & Performance Planning,"Mechanisms exist to control resource utilization of Technology Assets, Applications and/or Services (TAAS) that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources.",Protect
CAP-03,Capacity Planning,Capacity & Performance Planning,"Mechanisms exist to conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations.",Protect
CAP-04,Performance Monitoring,Capacity & Performance Planning,"Automated mechanisms exist to centrally-monitor and alert on the operating state and health status of critical Technology Assets, Applications and/or Services (TAAS).",Detect
CAP-05,Elastic Expansion,Capacity & Performance Planning,"Mechanisms exist to automatically scale the resources available for Technology Assets, Applications and/or Services (TAAS), as demand conditions change.",Govern
CAP-06,Regional Delivery,Capacity & Performance Planning,"Mechanisms exist to support operations that are geographically dispersed via regional delivery of technological Technology Assets, Applications and/or Services (TAAS).",Govern
CHG-01,Change Management Program,Change Management,Mechanisms exist to facilitate the implementation of a change management program.,Protect
CHG-02,Configuration Change Control,Change Management,Mechanisms exist to govern the technical configuration change control processes.,Protect
CHG-02.1,Prohibition Of Changes,Change Management,"Mechanisms exist to prohibit unauthorized changes, unless organization-approved change requests are received.",Protect
CHG-02.2,"Test, Validate & Document Changes",Change Management,Mechanisms exist to appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment.,Protect
CHG-02.3,Cybersecurity & Data Protection Representative for Asset Lifecycle Changes,Change Management,Mechanisms exist to include a cybersecurity and/or data protection representative in the configuration change control review process.,Protect
CHG-02.4,Automated Security Response,Change Management,Automated mechanisms exist to implement remediation actions upon the detection of unauthorized baseline configurations change(s).,Protect
CHG-02.5,Cryptographic Management,Change Management,Mechanisms exist to govern assets involved in providing cryptographic protections according to the organization's configuration management processes.,Protect
CHG-03,Security Impact Analysis for Changes,Change Management,"Mechanisms exist to analyze proposed changes for potential security impacts, prior to the implementation of the change.",Protect
CHG-04,Access Restriction For Change,Change Management,Mechanisms exist to enforce configuration restrictions in an effort to restrict the ability of users to conduct unauthorized changes.,Protect
CHG-04.1,Automated Access Enforcement / Auditing,Change Management,Mechanisms exist to perform after-the-fact reviews of configuration change logs to discover any unauthorized changes.,Detect
CHG-04.2,Signed Components,Change Management,Mechanisms exist to prevent the installation of software and firmware components without verification that the component has been digitally signed using an organization-approved certificate authority.,Protect
CHG-04.3,Dual Authorization for Change,Change Management,"Mechanisms exist to enforce a two-person rule for implementing changes to critical Technology Assets, Applications and/or Services (TAAS).",Protect
CHG-04.4,Permissions To Implement Changes,Change Management,Mechanisms exist to limit operational privileges for implementing changes.,Protect
CHG-04.5,Library Privileges,Change Management,Mechanisms exist to restrict software library privileges to those individuals with a pertinent business need for access.,Protect
CHG-05,Stakeholder Notification of Changes,Change Management,Mechanisms exist to ensure stakeholders are made aware of and understand the impact of proposed changes.,Protect
CHG-06,Control Functionality Verification,Change Management,Mechanisms exist to verify the functionality of cybersecurity and data protection controls following implemented changes to ensure applicable controls operate as designed.,Protect
CHG-06.1,Report Verification Results,Change Management,Mechanisms exist to report the results of cybersecurity and data protection function verification to appropriate organizational management.,Identify
CHG-07,Emergency Changes,Change Management,"Mechanisms exist to govern change management procedures for ""emergency"" changes.",Protect
CHG-07.1,Documenting Emergency Changes,Change Management,"Mechanisms exist to document the results of ""emergency"" changes, including an explanation for why standard change management procedures could not be followed.",Protect
CLD-01,Cloud Services,Cloud Security,Mechanisms exist to facilitate the implementation of cloud management controls to ensure cloud instances are secure and in-line with industry practices.,Govern
CLD-01.1,Cloud Infrastructure Onboarding,Cloud Security,"Mechanisms exist to ensure cloud services are designed and configured so Technology Assets, Applications and/or Services (TAAS) are secured in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",Protect
CLD-01.2,Cloud Infrastructure Offboarding,Cloud Security,"Mechanisms exist to ensure cloud services are decommissioned so that data is securely transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",Protect
CLD-02,Cloud Security Architecture,Cloud Security,"Mechanisms exist to ensure the cloud security architecture supports the organization's technology strategy to securely design, configure and maintain cloud employments.",Protect
CLD-03,Cloud Infrastructure Security Subnet,Cloud Security,Mechanisms exist to host security-specific technologies in a dedicated subnet.,Protect
CLD-04,Application Programming Interface (API) Security,Cloud Security,Mechanisms exist to ensure support for secure interoperability between components with Application Programming Interfaces (APIs).,Protect
CLD-04.1,API Gateway,Cloud Security,"Mechanisms exist to implement an Application Programming Interface (API) Gateway, or similar technology, to serve as a controlled entry point that manages interactions between client-facing requests and backend services.",Protect
CLD-05,Virtual Machine Images,Cloud Security,Mechanisms exist to ensure the integrity of virtual machine images at all times.,Protect
CLD-06,Multi-Tenant Environments,Cloud Security,Mechanisms exist to ensure multi-tenant owned or managed assets (physical and virtual) are designed and governed such that provider and customer (tenant) user access is appropriately segmented from other tenant users.,Protect
CLD-06.1,Customer Responsibility Matrix (CRM),Cloud Security,"Mechanisms exist to formally document a Customer Responsibility Matrix (CRM), delineating assigned responsibilities for controls between the Cloud Service Provider (CSP) and its customers.",Identify
CLD-06.2,Multi-Tenant Event Logging Capabilities,Cloud Security,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate security event logging capabilities for its customers that are consistent with applicable statutory, regulatory and/or contractual obligations.",Identify
CLD-06.3,Multi-Tenant Forensics Capabilities,Cloud Security,Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate prompt forensic investigations in the event of a suspected or confirmed security incident.,Identify
CLD-06.4,Multi-Tenant Incident Response Capabilities,Cloud Security,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate prompt response to suspected or confirmed security incidents and vulnerabilities, including timely notification to affected customers.",Identify
CLD-07,Data Handling & Portability,Cloud Security,"Mechanisms exist to ensure cloud providers use secure protocols for the import, export and management of data in cloud-based Technology Assets, Applications and/or Services (TAAS).",Protect
CLD-08,Standardized Virtualization Formats,Cloud Security,Mechanisms exist to ensure interoperability by requiring cloud providers to use industry-recognized formats and provide documentation of custom changes for review.,Protect
CLD-09,"Geolocation Requirements for Processing, Storage and Service Locations",Cloud Security,"Mechanisms exist to control the location of cloud processing/storage based on business requirements that includes statutory, regulatory and contractual obligations.",Protect
CLD-10,Sensitive Data In Public Cloud Providers,Cloud Security,Mechanisms exist to limit and manage the storage of sensitive/regulated data in public cloud providers.,Protect
CLD-11,Cloud Access Security Broker (CASB),Cloud Security,"Mechanisms exist to utilize a Cloud Access Security Broker (CASB), or similar technology, to provide boundary protection and monitoring functions that both provide access to the cloud and protect the organization from misuse of cloud resources.",Protect
CLD-12,Side Channel Attack Prevention,Cloud Security,"Mechanisms exist to prevent ""side channel attacks"" when using a Content Delivery Network (CDN) by restricting access to the origin server's IP address to the CDN and an authorized management network.",Protect
CLD-13,"Hosted Assets, Applications & Services",Cloud Security,"Mechanisms exist to specify applicable cybersecurity and data protection controls that must be implemented on external Technology Assets, Applications and/or Services (TAAS), consistent with the contractual obligations established with the External Service Providers (ESP) owning, operating and/or maintaining external TAAS.",Protect
CLD-13.1,"Authorized Individuals For Hosted Assets, Applications & Services",Cloud Security,"Mechanisms exist to authorize specified individuals to access External Service Providers (ESP) owned, operated and/or maintained external Technology Assets, Applications and/or Services (TAAS).",Protect
CLD-13.2,"Sensitive / Regulated Data On Hosted Assets, Applications & Services",Cloud Security,"Mechanisms exist to define formal processes to store, process and/or transmit sensitive/regulated data using External Service Providers (ESP) owned, operated and/or maintained external Technology Assets, Applications and/or Services (TAAS), in accordance with all applicable statutory, regulatory and/or contractual obligations.",Protect
CLD-14,"Prohibition On Unverified Hosted Assets, Applications & Services",Cloud Security,"Mechanisms exist to prohibit access to, or usage of, hosted Technology Assets, Applications and/or Services (TAAS) until applicable cybersecurity and data protection control implementation is verified.",Protect
CLD-15,Software Defined Storage (SDS),Cloud Security,"Automated mechanisms exist to utilize Software Defined Storage (SDS) to scale access management permissions to Technology Assets, Applications, Services and/or Data (TAASD).",Protect
CPL-01,"Statutory, Regulatory & Contractual Compliance",Compliance,"Mechanisms exist to facilitate the identification and implementation of relevant statutory, regulatory and contractual controls.",Govern
CPL-01.1,Non-Compliance Oversight,Compliance,"Mechanisms exist to document and review instances of non-compliance with statutory, regulatory and/or contractual obligations to develop appropriate risk mitigation actions.",Respond
CPL-01.2,Compliance Scope,Compliance,"Mechanisms exist to document and validate the scope of cybersecurity and data protection controls that are determined to meet statutory, regulatory and/or contractual compliance obligations.",Identify
CPL-01.3,Ability To Demonstrate Conformity,Compliance,"Mechanisms exist to ensure the organization is able to demonstrate conformity with applicable cybersecurity and data protection laws, regulations and/or contractual obligations.",Protect
CPL-01.4,Conformity Assessment,Compliance,"Mechanisms exist to conduct assessments to demonstrate conformity with applicable cybersecurity and data protection laws, regulations and/or contractual obligations.",Govern
CPL-01.5,Declaration of Conformity,Compliance,"Mechanisms exist to generate a declaration of conformity for each conformity assessment, where the document: (1) Is concise; (2) Unambiguously reflects the current status; (3) Is physically or electronically signed; and (4) Where possible, is machine readable.",Govern
CPL-01.6,Assessment Team Subject Matter Expertise,Compliance,"Mechanisms exist to ensure individuals performing audits and/or assessments have reasonable: (1) Professional qualifications to perform the audit and/or assessment; and (2) Subject matter expertise to perform review, interview and test activities for in-scope People, Processes, Technologies, Data and/or Facilities (PPTDF).",Protect
CPL-02,Cybersecurity & Data Protection Controls Oversight,Compliance,Mechanisms exist to provide a cybersecurity and data protection controls oversight function that reports to the organization's executive leadership.,Detect
CPL-02.1,Internal Audit Function,Compliance,Mechanisms exist to implement an internal audit function that is capable of providing senior organization management with insights into the appropriateness of the organization's technology and information governance processes.,Detect
CPL-02.2,Periodic Audits,Compliance,"Mechanisms exist to conduct periodic audits of cybersecurity and data protection controls to evaluate conformity with the organization's documented policies, standards and procedures.",Detect
CPL-02.3,Corrective Action,Compliance,"Mechanisms exist to take corrective action to remediate instances of non-conformity with applicable statutory, regulatory, and/or contractual compliance obligations.",Govern
CPL-03,Cybersecurity & Data Protection Assessments,Compliance,"Mechanisms exist to regularly review processes and documented procedures to ensure conformity with the organization's cybersecurity and data protection policies, standards and other applicable requirements.",Detect
CPL-03.1,Independent Assessors,Compliance,"Mechanisms exist to utilize independent assessors to evaluate cybersecurity and data protection controls at planned intervals or when the Technology Asset, Application and/or Service (TAAS) undergoes significant changes.",Detect
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls,Compliance,"Mechanisms exist to regularly review Technology Assets, Applications and/or Services (TAAS) for adherence to the organization's cybersecurity and data protection policies and standards.",Detect
CPL-03.3,Assessor Access,Compliance,"Mechanisms exist to grant assessors minimum necessary access to conduct conformity assessments, including: (1) Logical access to design, development, production, inspection and testing artifacts; and (2) Physical access to facilities.",Govern
CPL-03.4,Assessment Methods,Compliance,Mechanisms exist to define acceptable methods to conduct a cybersecurity and/or data protection assessment.,Govern
CPL-03.5,Assessment Rigor,Compliance,Mechanisms exist to define the level of assessment rigor necessary to conduct a cybersecurity and/or data protection assessment.,Govern
CPL-03.6,Evidence Request List (ERL),Compliance,Mechanisms exist to define an Evidence Request List (ERL) prior to the start of a cybersecurity and/or data protection assessment.,Govern
CPL-03.7,Evidence Sampling,Compliance,Mechanisms exist to define evidence sampling criteria for cybersecurity and/or data protection assessments.,Govern
CPL-04,Audit Activities,Compliance,Mechanisms exist to thoughtfully plan audits by including input from operational risk and compliance partners to minimize the impact of audit-related activities on business operations.,Identify
CPL-05,Legal Assessment of Investigative Inquires,Compliance,"Mechanisms exist to determine whether a government agency has an applicable and valid legal basis to request data from the organization and what further steps need to be taken, if necessary.",Respond
CPL-05.1,Investigation Request Notifications,Compliance,"Mechanisms exist to notify customers about investigation request notifications, unless the applicable legal basis for a government agency's action prohibits notification (e.g., potential criminal prosecution).",Respond
CPL-05.2,Investigation Access Restrictions,Compliance,"Mechanisms exist to support official investigations by provisioning government investigators with ""least privileges"" and ""least functionality"" to ensure that government investigators only have access to the Technology Assets, Applications, Services and/or Data (TAASD) needed to perform the investigation.",Protect
CPL-06,Government Surveillance,Compliance,"Mechanisms exist to constrain the host government from having unrestricted and non-monitored access to the organization's Technology Assets, Applications, Services and/or Data (TAASD) that could potentially violate other applicable statutory, regulatory and/or contractual obligations.",Protect
CPL-07,Grievances,Compliance,Mechanisms exist to govern the intake and analysis of grievances related to the organization's cybersecurity and/or data protection practices.,Respond
CPL-07.1,Grievance Response,Compliance,Mechanisms exist to respond to legitimate grievances related to the organization's cybersecurity and/or data protection practices.,Respond
CPL-08,Localized Representation,Compliance,"Mechanisms exist to appoint localized representation with a physical presence in localities, as required by applicable laws and/or regulations.",Govern
CPL-08.1,Representative Powers,Compliance,Mechanisms exist to contract localized representation to perform specified functions in regard to representing statutory and/or regulatory compliance matters.,Govern
CPL-09,Control Reciprocity,Compliance,Mechanisms exist to define instances of control reciprocity within assessment boundaries.,Govern
CPL-10,Control Inheritance,Compliance,Mechanisms exist to define instances of control inheritance within assessment boundaries.,Govern
CPL-11,Dual Use Technology,Compliance,"Mechanisms exist to govern technologies and/or data that have potential: (1) ""Dual-use” capabilities for civil and military; (2) Use by terrorists; and/or (3) Weapons of Mass Destruction (WMD) applications.",Govern
CPL-11.1,USML or CCL Identification,Compliance,Mechanisms exist to identify if the organization handles United States Munitions List (USML) or Commerce Control List (CCL): (1) Items; (2) Technical data; and/or (3) Provides defense services.,Govern
CPL-11.2,Export-Controlled Access Restrictions,Compliance,Mechanisms exist to restrict logical and physical access to United States (US) export-controlled data to US: (1) Citizens; and/or (2) Green Card holders.,Govern
CPL-11.3,Export Activities Documentation,Compliance,Mechanisms exist to generate detailed logs of export-controlled data including: (1) Logical and physical access; and (2) Export activities.,Govern
CPL-12,Statement of Applicability (SOA),Compliance,"Mechanisms exist to produce a Statement of Applicability (SOA), or similar document, for compliance-related scoping activities.",Protect
CFG-01,Configuration Management Program,Configuration Management,Mechanisms exist to facilitate the implementation of configuration management controls.,Govern
CFG-01.1,Assignment of Responsibility,Configuration Management,Mechanisms exist to implement a segregation of duties for configuration management that prevents developers from performing production configuration management duties.,Identify
CFG-02,Secure Baseline Configurations,Configuration Management,"Mechanisms exist to develop, document and maintain secure baseline configurations for Technology Assets, Applications and/or Services (TAAS) that are consistent with industry-accepted system hardening standards.",Protect
CFG-02.1,Reviews & Updates,Configuration Management,Mechanisms exist to review and update baseline configurations: (1) At least annually; (2) When required due to so; or (3) As part of system component installations and upgrades.,Detect
CFG-02.2,Automated Central Management & Verification,Configuration Management,"Automated mechanisms exist to govern and report on baseline configurations of Technology Assets, Applications and/or Services (TAAS) through Continuous Diagnostics and Mitigation (CDM), or similar technologies.",Detect
CFG-02.3,Retention Of Previous Configurations,Configuration Management,Mechanisms exist to retain previous versions of baseline configuration to support roll back.,Identify
CFG-02.4,Development & Test Environment Configurations,Configuration Management,Mechanisms exist to manage baseline configurations for development and test environments separately from operational baseline configurations to minimize the risk of unintentional changes.,Protect
CFG-02.5,"Configure Technology Assets, Applications and/or Services (TAAS) for High-Risk Areas",Configuration Management,"Mechanisms exist to configure Technology Assets, Applications and/or Services (TAAS) utilized in high-risk areas with more restrictive baseline configurations.",Protect
CFG-02.6,Network Device Configuration File Synchronization,Configuration Management,Mechanisms exist to configure network devices to synchronize startup and running configuration files.,Protect
CFG-02.7,Approved Configuration Deviations,Configuration Management,"Mechanisms exist to document, assess risk and approve or deny deviations to standardized configurations.",Protect
CFG-02.8,Respond To Unauthorized Changes,Configuration Management,Mechanisms exist to respond to unauthorized changes to configuration settings as security incidents.,Respond
CFG-02.9,Baseline Tailoring,Configuration Management,Mechanisms exist to allow baseline controls to be specialized or customized by applying a defined set of tailoring actions that are specific to: (1) Mission / business functions; (2) Operational environment; (3) Specific threats or vulnerabilities; or (4) Other conditions or situations that could affect mission / business success.,Protect
CFG-03,Least Functionality,Configuration Management,"Mechanisms exist to configure systems to provide only essential capabilities by specifically prohibiting or restricting the use of ports, protocols, and/or services.",Protect
CFG-03.1,Periodic Review,Configuration Management,"Mechanisms exist to periodically review system configurations to identify and disable unnecessary and/or non-secure functions, ports, protocols and services.",Detect
CFG-03.2,Prevent Unauthorized Software Execution,Configuration Management,Mechanisms exist to configure systems to prevent the execution of unauthorized software programs.,Protect
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,Mechanisms exist to explicitly allow (allowlist / whitelist) and/or block (denylist / blacklist) applications that are authorized to execute on systems.,Protect
CFG-03.4,Split Tunneling,Configuration Management,Mechanisms exist to prevent split tunneling for remote devices unless the split tunnel is securely provisioned using organization-defined safeguards.,Protect
CFG-04,Software Usage Restrictions,Configuration Management,Mechanisms exist to enforce software usage restrictions to comply with applicable contract agreements and copyright laws.,Protect
CFG-04.1,Open Source Software,Configuration Management,Mechanisms exist to establish parameters for the secure use of open source software.,Protect
CFG-04.2,Unsupported Internet Browsers & Email Clients,Configuration Management,Mechanisms exist to allow only approved Internet browsers and email clients to run on systems.,Protect
CFG-05,User-Installed Software,Configuration Management,Mechanisms exist to restrict the ability of non-privileged users to install unauthorized software.,Protect
CFG-05.1,Unauthorized Installation Alerts,Configuration Management,Mechanisms exist to configure systems to generate an alert when the unauthorized installation of software is detected.,Detect
CFG-05.2,Restrict Roles Permitted To Install Software,Configuration Management,"Mechanisms exist to configure systems to prevent the installation of software, unless the action is performed by a privileged user or service.",Protect
CFG-06,Configuration Enforcement,Configuration Management,"Automated mechanisms exist to monitor, enforce and report on configurations for endpoint devices.",Protect
CFG-06.1,Integrity Assurance & Enforcement (IAE),Configuration Management,Automated mechanisms exist to identify unauthorized deviations from an approved baseline and implement automated resiliency actions to remediate the unauthorized change.,Protect
CFG-07,Zero-Touch Provisioning (ZTP),Configuration Management,"Mechanisms exist to implement Zero-Touch Provisioning (ZTP), or similar technology, to automatically and securely configure devices upon being added to a network.",Protect
CFG-08,Sensitive / Regulated Data Access Enforcement,Configuration Management,"Mechanisms exist to configure Technology Assets, Applications and/or Services (TAAS) to restrict access to sensitive/regulated data.",Protect
CFG-08.1,Sensitive / Regulated Data Actions,Configuration Management,"Automated mechanisms exist to generate event logs whenever sensitive/regulated data is collected, created, updated, deleted and/or archived.",Protect
MON-01,Continuous Monitoring,Continuous Monitoring,Mechanisms exist to facilitate the implementation of enterprise-wide monitoring controls.,Govern
MON-01.1,Intrusion Detection & Prevention Systems (IDS & IPS),Continuous Monitoring,"Mechanisms exist to implement Intrusion Detection / Prevention Systems (IDS / IPS) technologies on critical systems, key network segments and network choke points.",Detect
MON-01.2,Automated Tools for Real-Time Analysis,Continuous Monitoring,"Mechanisms exist to utilize a Security Incident Event Manager (SIEM), or similar automated tool, to support near real-time analysis and incident escalation.",Detect
MON-01.3,Inbound & Outbound Communications Traffic,Continuous Monitoring,Mechanisms exist to continuously monitor inbound and outbound communications traffic for unusual or unauthorized activities or conditions.,Detect
MON-01.4,System Generated Alerts,Continuous Monitoring,"Mechanisms exist to generate, monitor, correlate and respond to alerts from physical, cybersecurity, data protection and supply chain activities to achieve integrated situational awareness.",Detect
MON-01.5,Wireless Intrusion Detection System (WIDS),Continuous Monitoring,Mechanisms exist to utilize Wireless Intrusion Detection / Protection Systems (WIDS / WIPS) to identify rogue wireless devices and to detect attack attempts via wireless networks.,Detect
MON-01.6,Host-Based Devices,Continuous Monitoring,"Mechanisms exist to utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS) to actively alert on or block unwanted activities and send logs to a Security Incident Event Manager (SIEM), or similar automated tool, to maintain situational awareness.",Detect
MON-01.7,File Integrity Monitoring (FIM),Continuous Monitoring,"Mechanisms exist to utilize a File Integrity Monitor (FIM), or similar change-detection technology, on critical Technology Assets, Applications and/or Services (TAAS) to generate alerts for unauthorized modifications.",Detect
MON-01.8,Security Event Monitoring,Continuous Monitoring,Mechanisms exist to review event logs on an ongoing basis and escalate incidents in accordance with established timelines and procedures.,Detect
MON-01.9,Proxy Logging,Continuous Monitoring,"Mechanisms exist to log all Internet-bound requests, in order to identify prohibited activities and assist incident handlers with identifying potentially compromised systems.",Detect
MON-01.10,Deactivated Account Activity,Continuous Monitoring,Mechanisms exist to monitor deactivated accounts for attempted usage.,Detect
MON-01.11,Automated Response to Suspicious Events,Continuous Monitoring,Automated mechanisms exist to implement pre-determined corrective actions in response to detected events that have security incident implications.,Detect
MON-01.12,Automated Alerts,Continuous Monitoring,Mechanisms exist to automatically alert incident response personnel to inappropriate or anomalous activities that have potential security incident implications.,Detect
MON-01.13,Alert Threshold Tuning,Continuous Monitoring,"Mechanisms exist to ""tune"" event monitoring technologies through analyzing communications traffic/event patterns and developing profiles representing common traffic patterns and/or events.",Detect
MON-01.14,Individuals Posing Greater Risk,Continuous Monitoring,Mechanisms exist to implement enhanced activity monitoring for individuals who have been identified as posing an increased level of risk.,Detect
MON-01.15,Privileged User Oversight,Continuous Monitoring,Mechanisms exist to implement enhanced activity monitoring for privileged users.,Detect
MON-01.16,Analyze and Prioritize Monitoring Requirements,Continuous Monitoring,"Mechanisms exist to assess the organization's needs for monitoring and prioritize the monitoring of assets, based on asset criticality and the sensitivity of the data it stores, transmits and processes.",Detect
MON-01.17,Real-Time Session Monitoring,Continuous Monitoring,"Mechanisms exist to enable authorized personnel the ability to remotely view and hear content related to an established user session in real time, in accordance with organizational standards, as well as statutory, regulatory and contractual obligations.",Detect
MON-02,Centralized Collection of Security Event Logs,Continuous Monitoring,"Mechanisms exist to utilize a Security Incident Event Manager (SIEM), or similar automated tool, to support the centralized collection of security-related event logs.",Detect
MON-02.1,Correlate Monitoring Information,Continuous Monitoring,"Automated mechanisms exist to correlate both technical and non-technical information from across the enterprise by a Security Incident Event Manager (SIEM) or similar automated tool, to enhance organization-wide situational awareness.",Detect
MON-02.2,Central Review & Analysis,Continuous Monitoring,"Automated mechanisms exist to centrally collect, review and analyze audit records from multiple sources.",Detect
MON-02.3,Integration of Scanning & Other Monitoring Information,Continuous Monitoring,"Automated mechanisms exist to integrate the analysis of audit records with analysis of vulnerability scanners, network performance, system monitoring and other sources to further enhance the ability to identify inappropriate or unusual activity.",Detect
MON-02.4,Correlation with Physical Monitoring,Continuous Monitoring,"Automated mechanisms exist to correlate information from audit records with information obtained from monitoring physical access to further enhance the ability to identify suspicious, inappropriate, unusual or malevolent activity.",Detect
MON-02.5,Permitted Actions,Continuous Monitoring,"Mechanisms exist to specify the permitted actions for both users and Technology Assets, Applications and/or Services (TAAS) associated with the review, analysis and reporting of audit information.",Protect
MON-02.6,Audit Level Adjustments,Continuous Monitoring,"Mechanisms exist to adjust the level of audit review, analysis and reporting based on evolving threat information from law enforcement, industry associations or other credible sources of threat intelligence.",Detect
MON-02.7,System-Wide / Time-Correlated Audit Trail,Continuous Monitoring,Automated mechanisms exist to compile audit records into an organization-wide audit trail that is time-correlated.,Detect
MON-02.8,Changes by Authorized Individuals,Continuous Monitoring,"Mechanisms exist to provide privileged users or roles the capability to change the auditing to be performed on specified system components, based on specific event criteria within specified time thresholds.",Detect
MON-02.9,Inventory of Technology Asset Event Logging,Continuous Monitoring,"Mechanisms exist to maintain a current and accurate inventory of technology-related Technology Assets, Applications and/or Services (TAAS) being logged.",Identify
MON-03,Content of Event Logs,Continuous Monitoring,"Mechanisms exist to configure Technology Assets, Applications and/or Services (TAAS) to produce event logs that contain sufficient information to, at a minimum: (1) Establish what type of event occurred; (2) When (date and time) the event occurred; (3) Where the event occurred; (4) The source of the event; (5) The outcome (success or failure) of the event; and (6) The identity of any user/subject associated with the event.",Detect
MON-03.1,Sensitive Audit Information,Continuous Monitoring,Mechanisms exist to protect sensitive/regulated data contained in log files.,Detect
MON-03.2,Audit Trails,Continuous Monitoring,Mechanisms exist to link system access to individual users or service accounts.,Detect
